,repeat,algorithm,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
21,0,optimal_fw,0.007,3,5,5,1,piece-wise,12024,7549.8188621975305,0.372,5.12,3.21,0.373,2127788.8,1580206.48308,0.257,2127788.8,1580196.48,0.257
22,0,heuristic,0.001,2,5,5,1,piece-wise,12024,12024.0,0.0,5.12,5.12,0.0,2127788.8,2127788.8,0.0,2127788.8,2127788.8,0.0
23,0,heuristic_fw,0.008,2,5,5,1,piece-wise,12024,7383.287658823284,0.386,5.12,3.14,0.387,2127788.8,1580556.908,0.257,2127788.8,1580482.5,0.257
24,1,optimal,0.875,2,5,5,1,piece-wise,13116,13116.0,0.0,6.87,6.87,0.0,1625278.3,1625278.3,0.0,1625278.3,1625278.3,0.0
25,1,optimal_fw,0.008,2,5,5,1,piece-wise,13116,7284.016273060214,0.445,6.87,3.82,0.444,1625278.3,1282925.1700000002,0.211,1625278.3,1282845.31,0.211
26,1,heuristic,0.001,6,5,5,1,piece-wise,13116,12500.0,0.047,6.87,6.55,0.047,1625278.3,1420184.3,0.126,1625278.3,1420164.3,0.126
27,1,heuristic_fw,0.004,6,5,5,1,piece-wise,13116,10711.999379998493,0.183,6.87,5.61,0.183,1625278.3,1297387.6785800047,0.202,1625278.3,1297387.52,0.202
28,2,optimal,0.998,5,5,5,1,piece-wise,10881,10881.0,0.0,6.49,6.49,0.0,1457153.4,1493909.2,-0.025,1457153.4,1493891.2,-0.025
29,2,optimal_fw,0.004,5,5,5,1,piece-wise,10881,6999.077404993067,0.357,6.49,4.18,0.356,1457153.4,1128520.464582839,0.226,1457153.4,1128520.35,0.226
30,2,heuristic,0.001,5,5,5,1,piece-wise,10881,10881.0,0.0,6.49,6.49,0.0,1457153.4,1493918.2,-0.025,1457153.4,1493891.2,-0.025
31,2,heuristic_fw,0.004,5,5,5,1,piece-wise,10881,6999.077404993067,0.357,6.49,4.18,0.356,1457153.4,1128520.5404979053,0.226,1457153.4,1128520.35,0.226
32,3,optimal,1.032,4,5,5,1,piece-wise,7214,7214.0,0.0,5.94,5.94,0.0,991255.1,991255.1,0.0,991255.1,991255.1,0.0
33,3,optimal_fw,0.006,4,5,5,1,piece-wise,7214,4398.265970847495,0.39,5.94,3.62,0.391,991255.1,817286.436762624,0.176,991255.1,817282.96,0.176
34,3,heuristic,0.002,6,5,5,1,piece-wise,7214,8790.0,-0.218,5.94,7.24,-0.219,991255.1,1571284.1,-0.585,991255.1,1571142.1,-0.585
35,3,heuristic_fw,0.005,6,5,5,1,piece-wise,7214,4602.115933343762,0.362,5.94,3.79,0.362,991255.1,817848.5903152324,0.175,991255.1,817848.2,0.175
36,4,optimal,1.075,2,5,5,1,piece-wise,18240,18240.0,0.0,11.16,11.16,0.0,1399044.0,1399044.0,0.0,1399044.0,1399044.0,0.0
37,4,optimal_fw,0.003,2,5,5,1,piece-wise,18240,10947.073764298819,0.4,11.16,6.7,0.4,1399044.0,1099607.881,0.214,1399044.0,1099582.45,0.214
38,4,heuristic,0.001,2,5,5,1,piece-wise,18240,18240.0,0.0,11.16,11.16,0.0,1399044.0,1399044.0,0.0,1399044.0,1399044.0,0.0
39,4,heuristic_fw,0.003,2,5,5,1,piece-wise,18240,10947.073764298819,0.4,11.16,6.7,0.4,1399044.0,1099607.881,0.214,1399044.0,1099582.45,0.214
40,0,optimal,1.04,2,5,5,5,piece-wise,9000,9000.0,0.0,6.19,6.19,0.0,1139424.5,1139424.5,0.0,1139424.5,1139424.5,0.0
41,0,optimal_fw,0.007,2,5,5,5,piece-wise,9000,5230.648962587383,0.419,6.19,3.6,0.418,1139424.5,978003.01,0.142,1139424.5,977706.56,0.142
42,0,heuristic,0.001,3,5,5,5,piece-wise,9000,9000.0,0.0,6.19,6.19,0.0,1139424.5,1139535.5,-0.0,1139424.5,1139450.5,-0.0
43,0,heuristic_fw,0.006,3,5,5,5,piece-wise,9000,5226.345988876494,0.419,6.19,3.59,0.42,1139424.5,977584.6402200001,0.142,1139424.5,977591.88,0.142
44,1,optimal,0.94,2,5,5,5,piece-wise,10870,10870.0,0.0,6.3,6.3,0.0,1379351.0,1379351.0,0.0,1379351.0,1379351.0,0.0
45,1,optimal_fw,0.011,2,5,5,5,piece-wise,10870,6665.26630864817,0.387,6.3,3.86,0.387,1379351.0,1161386.3499999999,0.158,1379351.0,1161143.15,0.158
46,1,heuristic,0.0,2,5,5,5,piece-wise,10870,10870.0,0.0,6.3,6.3,0.0,1379351.0,1379531.0,-0.0,1379351.0,1379351.0,0.0
47,1,heuristic_fw,0.009,2,5,5,5,piece-wise,10870,6665.26630864817,0.387,6.3,3.86,0.387,1379351.0,1161478.51,0.158,1379351.0,1161143.15,0.158
48,2,optimal,1.165,2,5,5,5,piece-wise,24050,24050.0,0.0,8.1,8.1,0.0,2404193.8,2404193.8,0.0,2404193.8,2404193.8,0.0
49,2,optimal_fw,0.005,2,5,5,5,piece-wise,24050,14583.29471271185,0.394,8.1,4.91,0.394,2404193.8,1996943.41,0.169,2404193.8,1996558.39,0.17
50,2,heuristic,0.0,2,5,5,5,piece-wise,24050,24050.0,0.0,8.1,8.1,0.0,2404193.8,2404268.8,-0.0,2404193.8,2404193.8,0.0
51,2,heuristic_fw,0.005,2,5,5,5,piece-wise,24050,14583.29471271185,0.394,8.1,4.91,0.394,2404193.8,1996985.25,0.169,2404193.8,1996558.38,0.17
52,3,optimal,1.06,2,5,5,5,piece-wise,18720,18720.0,0.0,17.48,17.48,0.0,1031364.0,1031364.0,0.0,1031364.0,1031364.0,0.0
53,3,optimal_fw,0.003,2,5,5,5,piece-wise,18720,9698.799351030406,0.482,17.48,9.06,0.482,1031364.0,719802.435,0.302,1031364.0,719675.88,0.302
54,3,heuristic,0.0,2,5,5,5,piece-wise,18720,18720.0,0.0,17.48,17.48,0.0,1031364.0,1031364.0,0.0,1031364.0,1031364.0,0.0
55,3,heuristic_fw,0.003,2,5,5,5,piece-wise,18720,9698.799351030406,0.482,17.48,9.06,0.482,1031364.0,719802.435,0.302,1031364.0,719675.88,0.302
56,4,optimal,1.02,3,5,5,5,piece-wise,8850,8850.0,0.0,6.7,6.7,0.0,1040743.0,1040743.0,0.0,1040743.0,1040743.0,0.0
57,4,optimal_fw,0.003,3,5,5,5,piece-wise,8850,5533.076312622954,0.375,6.7,4.19,0.375,1040743.0,887672.21136,0.147,1040743.0,887683.14,0.147
58,4,heuristic,0.0,3,5,5,5,piece-wise,8850,8850.0,0.0,6.7,6.7,0.0,1040743.0,1040773.0,-0.0,1040743.0,1040743.0,0.0
59,4,heuristic_fw,0.003,3,5,5,5,piece-wise,8850,5533.076312622954,0.375,6.7,4.19,0.375,1040743.0,887673.57072,0.147,1040743.0,887683.14,0.147
60,0,optimal,0.887,6,5,5,10,piece-wise,18266,18266.0,0.0,7.69,7.69,0.0,1899746.4,1899746.4,0.0,1899746.4,1899746.4,0.0
61,0,optimal_fw,0.001,6,5,5,10,piece-wise,18266,11389.458401458838,0.376,7.69,4.79,0.377,1899746.4,1598615.6647479467,0.159,1899746.4,1598605.3,0.159
62,0,heuristic,0.001,6,5,5,10,piece-wise,18266,18266.0,0.0,7.69,7.69,0.0,1899746.4,1899746.4,0.0,1899746.4,1899746.4,0.0
63,0,heuristic_fw,0.001,6,5,5,10,piece-wise,18266,11441.655327251636,0.374,7.69,4.81,0.375,1899746.4,1598651.9872502373,0.158,1899746.4,1598641.31,0.158
64,1,optimal,0.985,2,5,5,10,piece-wise,15302,15302.0,0.0,6.98,6.98,0.0,1877472.8,1877472.8,0.0,1877472.8,1877472.8,0.0
65,1,optimal_fw,0.01,2,5,5,10,piece-wise,15302,9315.089833503185,0.391,6.98,4.25,0.391,1877472.8,1473836.13,0.215,1877472.8,1473498.93,0.215
66,1,heuristic,0.001,2,5,5,10,piece-wise,15302,15302.0,0.0,6.98,6.98,0.0,1877472.8,1877572.8,-0.0,1877472.8,1877472.8,0.0
67,1,heuristic_fw,0.01,2,5,5,10,piece-wise,15302,9315.089833503185,0.391,6.98,4.25,0.391,1877472.8,1473892.3299999998,0.215,1877472.8,1473498.93,0.215
68,2,optimal,1.045,2,5,5,10,piece-wise,7800,7800.0,0.0,7.09,7.09,0.0,869030.0,869030.0,0.0,869030.0,869030.0,0.0
69,2,optimal_fw,0.003,2,5,5,10,piece-wise,7800,4855.0,0.378,7.09,4.41,0.378,869030.0,739797.09,0.149,869030.0,739479.59,0.149
70,2,heuristic,0.001,2,5,5,10,piece-wise,7800,7800.0,0.0,7.09,7.09,0.0,869030.0,869090.0,-0.0,869030.0,869030.0,0.0
71,2,heuristic_fw,0.003,2,5,5,10,piece-wise,7800,4855.0,0.378,7.09,4.41,0.378,869030.0,739835.19,0.149,869030.0,739479.59,0.149
72,3,optimal,1.065,2,5,5,10,piece-wise,12560,12560.0,0.0,9.33,9.33,0.0,1133359.6,1133359.6,0.0,1133359.6,1133359.6,0.0
73,3,optimal_fw,0.005,2,5,5,10,piece-wise,12560,7236.676366852387,0.424,9.33,5.37,0.424,1133359.6,906074.39,0.201,1133359.6,905445.34,0.201
74,3,heuristic,0.002,2,5,5,10,piece-wise,12560,12560.0,0.0,9.33,9.33,0.0,1133359.6,1133659.6,-0.0,1133359.6,1133359.6,0.0
75,3,heuristic_fw,0.004,2,5,5,10,piece-wise,12560,7133.353628484762,0.432,9.33,5.3,0.432,1133359.6,906153.46,0.2,1133359.6,905340.01,0.201
76,4,optimal,1.005,2,5,5,10,piece-wise,12000,12000.0,0.0,4.81,4.81,0.0,1876035.0,1876035.0,0.0,1876035.0,1876035.0,0.0
77,4,optimal_fw,0.003,2,5,5,10,piece-wise,12000,7400.0,0.383,4.81,2.97,0.383,1876035.0,1678670.55,0.105,1876035.0,1678644.47,0.105
78,4,heuristic,0.0,2,5,5,10,piece-wise,12000,12000.0,0.0,4.81,4.81,0.0,1876035.0,1876035.0,0.0,1876035.0,1876035.0,0.0
79,4,heuristic_fw,0.003,2,5,5,10,piece-wise,12000,7400.0,0.383,4.81,2.97,0.383,1876035.0,1678670.55,0.105,1876035.0,1678644.47,0.105
80,0,optimal,1.04,4,5,5,50,piece-wise,7200,7200.0,0.0,4.2,4.2,0.0,1408686.0,1408686.0,0.0,1408686.0,1408686.0,0.0
81,0,optimal_fw,0.006,4,5,5,50,piece-wise,7200,4496.435573210612,0.375,4.2,2.62,0.376,1408686.0,1153671.13761,0.181,1408686.0,1153365.31,0.181
82,0,heuristic,0.003,3,5,5,50,piece-wise,7200,9600.0,-0.333,4.2,5.6,-0.333,1408686.0,1916921.0,-0.361,1408686.0,1913371.0,-0.358
83,0,heuristic_fw,0.006,3,5,5,50,piece-wise,7200,5289.4819178363905,0.265,4.2,3.09,0.264,1408686.0,1154724.185,0.18,1408686.0,1155121.56,0.18
84,1,optimal,1.055,2,5,5,50,piece-wise,21300,21300.0,0.0,8.06,8.06,0.0,2138316.0,2138316.0,0.0,2138316.0,2138316.0,0.0
85,1,optimal_fw,0.006,2,5,5,50,piece-wise,21300,12200.0,0.427,8.06,4.62,0.427,2138316.0,1779302.51,0.168,2138316.0,1777149.71,0.169
86,1,heuristic,0.001,2,5,5,50,piece-wise,21300,21300.0,0.0,8.06,8.06,0.0,2138316.0,2139416.0,-0.001,2138316.0,2138316.0,0.0
87,1,heuristic_fw,0.004,2,5,5,50,piece-wise,21300,12200.0,0.427,8.06,4.62,0.427,2138316.0,1779935.45,0.168,2138316.0,1777223.55,0.169
88,2,optimal,1.01,4,5,5,50,piece-wise,12000,12000.0,0.0,6.79,6.79,0.0,1514877.0,1514877.0,0.0,1514877.0,1514877.0,0.0
89,2,optimal_fw,0.006,4,5,5,50,piece-wise,12000,7183.700820753754,0.401,6.79,4.06,0.402,1514877.0,1189148.1309195,0.215,1514877.0,1189164.21,0.215
90,2,heuristic,0.001,4,5,5,50,piece-wise,12000,12000.0,0.0,6.79,6.79,0.0,1514877.0,1514877.0,0.0,1514877.0,1514877.0,0.0
91,2,heuristic_fw,0.004,4,5,5,50,piece-wise,12000,7183.700820753754,0.401,6.79,4.06,0.402,1514877.0,1189148.1309195,0.215,1514877.0,1189164.21,0.215
92,3,optimal,1.215,4,5,5,50,piece-wise,18360,18360.0,0.0,8.22,8.22,0.0,1819387.2,1819387.2,0.0,1819387.2,1819387.2,0.0
93,3,optimal_fw,0.004,4,5,5,50,piece-wise,18360,11255.950630291114,0.387,8.22,5.04,0.387,1819387.2,1503247.10133955,0.174,1819387.2,1503092.29,0.174
94,3,heuristic,0.001,3,5,5,50,piece-wise,18360,18360.0,0.0,8.22,8.22,0.0,1819387.2,1819387.2,0.0,1819387.2,1819387.2,0.0
95,3,heuristic_fw,0.006,3,5,5,50,piece-wise,18360,10769.808681720802,0.413,8.22,4.82,0.414,1819387.2,1502669.88875,0.174,1819387.2,1502809.0,0.174
96,4,optimal,1.06,2,5,5,50,piece-wise,18300,18300.0,0.0,7.27,7.27,0.0,1994460.6,1994460.6,0.0,1994460.6,1994460.6,0.0
97,4,optimal_fw,0.003,2,5,5,50,piece-wise,18300,11195.631703060159,0.388,7.27,4.45,0.388,1994460.6,1694857.3800000001,0.15,1994460.6,1693618.08,0.151
98,4,heuristic,0.001,2,5,5,50,piece-wise,18300,18300.0,0.0,7.27,7.27,0.0,1994460.6,1994460.6,0.0,1994460.6,1994460.6,0.0
99,4,heuristic_fw,0.003,2,5,5,50,piece-wise,18300,11195.631703060159,0.388,7.27,4.45,0.388,1994460.6,1694857.3800000001,0.15,1994460.6,1693618.08,0.151
100,0,optimal,1.1,2,5,5,100,piece-wise,12504,12504.0,0.0,10.49,10.49,0.0,1006234.6,1006234.6,0.0,1006234.6,1006234.6,0.0
101,0,optimal_fw,0.002,2,5,5,100,piece-wise,12504,7898.930004424207,0.368,10.49,6.63,0.368,1006234.6,805836.35,0.199,1006234.6,802068.15,0.203
102,0,heuristic,0.001,2,5,5,100,piece-wise,12504,12504.0,0.0,10.49,10.49,0.0,1006234.6,1006234.6,0.0,1006234.6,1006234.6,0.0
103,0,heuristic_fw,0.002,2,5,5,100,piece-wise,12504,7898.930004424207,0.368,10.49,6.63,0.368,1006234.6,805836.35,0.199,1006234.6,802068.15,0.203
104,1,optimal,1.397,3,5,5,100,piece-wise,11690,11690.0,0.0,5.98,5.98,0.0,1551617.6,1551617.6,0.0,1551617.6,1551617.6,0.0
105,1,optimal_fw,0.008,3,5,5,100,piece-wise,11690,7349.5194233236,0.371,5.98,3.76,0.371,1551617.6,1315822.4078000002,0.152,1551617.6,1315960.07,0.152
106,1,heuristic,0.003,3,5,5,100,piece-wise,11690,11690.0,0.0,5.98,5.98,0.0,1551617.6,1552419.6,-0.001,1551617.6,1551019.6,0.0
107,1,heuristic_fw,0.005,3,5,5,100,piece-wise,11690,7349.130012944308,0.371,5.98,3.76,0.371,1551617.6,1315444.665,0.152,1551617.6,1315449.04,0.152
108,2,optimal,0.943,3,5,5,100,piece-wise,28736,28736.0,0.0,14.0,14.0,0.0,1854916.5,1854916.5,0.0,1854916.5,1854916.5,0.0
109,2,optimal_fw,0.002,3,5,5,100,piece-wise,28736,16405.38306400394,0.429,14.0,7.99,0.429,1854916.5,1379590.363,0.256,1854916.5,1379596.69,0.256
110,2,heuristic,0.0,2,5,5,100,piece-wise,28736,28736.0,0.0,14.0,14.0,0.0,1854916.5,1857916.5,-0.002,1854916.5,1854916.5,0.0
111,2,heuristic_fw,0.003,2,5,5,100,piece-wise,28736,17494.960170443428,0.391,14.0,8.52,0.391,1854916.5,1387261.39,0.252,1854916.5,1380190.99,0.256
112,3,optimal,0.993,3,5,5,100,piece-wise,12225,12225.0,0.0,6.55,6.55,0.0,1455256.0,1455256.0,0.0,1455256.0,1455256.0,0.0
113,3,optimal_fw,0.004,3,5,5,100,piece-wise,12225,6900.0,0.436,6.55,3.7,0.435,1455256.0,1255895.1925,0.137,1455256.0,1255055.7,0.138
114,3,heuristic,0.002,3,5,5,100,piece-wise,12225,12225.0,0.0,6.55,6.55,0.0,1455256.0,1455456.0,-0.0,1455256.0,1455256.0,0.0
115,3,heuristic_fw,0.004,3,5,5,100,piece-wise,12225,6900.0,0.436,6.55,3.7,0.435,1455256.0,1255955.0803999999,0.137,1455256.0,1255054.65,0.138
116,4,optimal,1.017,3,5,5,100,piece-wise,15000,15000.0,0.0,6.51,6.51,0.0,1807361.4,1807361.4,0.0,1807361.4,1807361.4,0.0
117,4,optimal_fw,0.005,3,5,5,100,piece-wise,15000,8983.746954822736,0.401,6.51,3.9,0.401,1807361.4,1548297.8008,0.143,1807361.4,1548459.32,0.143
118,4,heuristic,0.0,3,5,5,100,piece-wise,15000,15000.0,0.0,6.51,6.51,0.0,1807361.4,1807361.4,0.0,1807361.4,1807361.4,0.0
119,4,heuristic_fw,0.004,3,5,5,100,piece-wise,15000,8445.746202238442,0.437,6.51,3.67,0.436,1807361.4,1547826.3324,0.144,1807361.4,1548150.97,0.143
120,0,optimal,0.933,3,5,5,500,piece-wise,16250,16250.0,0.0,10.55,10.55,0.0,1308166.0,1308166.0,0.0,1308166.0,1308166.0,0.0
121,0,optimal_fw,0.003,3,5,5,500,piece-wise,16250,9158.644798394796,0.436,10.55,5.94,0.437,1308166.0,1034974.561,0.209,1308166.0,1035676.99,0.208
122,0,heuristic,0.0,3,5,5,500,piece-wise,16250,14650.0,0.098,10.55,9.51,0.099,1308166.0,1124106.0,0.141,1308166.0,1100106.0,0.159
123,0,heuristic_fw,0.003,3,5,5,500,piece-wise,16250,10690.69675993172,0.342,10.55,6.94,0.342,1308166.0,1037815.24,0.207,1308166.0,1036883.13,0.207
124,1,optimal,1.08,4,5,5,500,piece-wise,7550,7550.0,0.0,8.56,8.56,0.0,719534.5,725534.5,-0.008,719534.5,719534.5,0.0
125,1,optimal_fw,0.002,4,5,5,500,piece-wise,7550,4864.886889387827,0.356,8.56,5.51,0.356,719534.5,593926.1323749999,0.175,719534.5,593918.21,0.175
126,1,heuristic,0.001,3,5,5,500,piece-wise,7550,7550.0,0.0,8.56,8.56,0.0,719534.5,726034.5,-0.009,719534.5,719534.5,0.0
127,1,heuristic_fw,0.002,3,5,5,500,piece-wise,7550,5115.0,0.323,8.56,5.8,0.322,719534.5,595059.32,0.173,719534.5,594963.88,0.173
128,2,optimal,0.95,2,5,5,500,piece-wise,18000,18000.0,0.0,8.59,8.59,0.0,1708300.0,1708300.0,0.0,1708300.0,1708300.0,0.0
129,2,optimal_fw,0.003,2,5,5,500,piece-wise,18000,10800.0,0.4,8.59,5.16,0.399,1708300.0,1411979.46,0.173,1708300.0,1408667.46,0.175
130,2,heuristic,0.0,2,5,5,500,piece-wise,18000,18000.0,0.0,8.59,8.59,0.0,1708300.0,1714300.0,-0.004,1708300.0,1708300.0,0.0
131,2,heuristic_fw,0.002,2,5,5,500,piece-wise,18000,11290.642705670503,0.373,8.59,5.39,0.373,1708300.0,1414824.51,0.172,1708300.0,1409292.51,0.175
132,3,optimal,1.257,3,5,5,500,piece-wise,22200,22200.0,0.0,9.05,9.05,0.0,2039043.7,2039043.7,0.0,2039043.7,2039043.7,0.0
133,3,optimal_fw,0.004,3,5,5,500,piece-wise,22200,12851.987278950292,0.421,9.05,5.24,0.421,2039043.7,1648696.024,0.191,2039043.7,1648544.1,0.192
134,3,heuristic,0.001,3,5,5,500,piece-wise,22200,22200.0,0.0,9.05,9.05,0.0,2039043.7,2039043.7,0.0,2039043.7,2039043.7,0.0
135,3,heuristic_fw,0.005,3,5,5,500,piece-wise,22200,13911.492821618021,0.373,9.05,5.67,0.373,2039043.7,1647367.3985,0.192,2039043.7,1649142.88,0.191
136,4,optimal,0.99,3,5,5,500,piece-wise,22500,22500.0,0.0,20.23,20.23,0.0,1123678.0,1123678.0,0.0,1123678.0,1123678.0,0.0
137,4,optimal_fw,0.002,3,5,5,500,piece-wise,22500,13132.9142812065,0.416,20.23,11.81,0.416,1123678.0,747381.0560000001,0.335,1123678.0,748365.8,0.334
138,4,heuristic,0.001,3,5,5,500,piece-wise,22500,18000.0,0.2,20.23,16.18,0.2,1123678.0,783808.0,0.302,1123678.0,766308.0,0.318
139,4,heuristic_fw,0.002,3,5,5,500,piece-wise,22500,14396.322299538868,0.36,20.23,12.94,0.36,1123678.0,749405.745,0.333,1123678.0,748983.96,0.333
140,0,optimal,1.127,3,5,5,1000,piece-wise,15050,15050.0,0.0,7.96,7.96,0.0,1524008.0,1524008.0,0.0,1524008.0,1524008.0,0.0
141,0,optimal_fw,0.002,3,5,5,1000,piece-wise,15050,9927.934455655552,0.34,7.96,5.25,0.34,1524008.0,1273508.172,0.164,1524008.0,1272360.58,0.165
142,0,heuristic,0.003,3,5,5,1000,piece-wise,15050,15050.0,0.0,7.96,7.96,0.0,1524008.0,1524008.0,0.0,1524008.0,1524008.0,0.0
143,0,heuristic_fw,0.002,3,5,5,1000,piece-wise,15050,9927.934455655552,0.34,7.96,5.25,0.34,1524008.0,1273508.172,0.164,1524008.0,1272360.58,0.165
144,1,optimal,0.95,2,5,5,1000,piece-wise,18000,18000.0,0.0,8.12,8.12,0.0,1792502.0,1792502.0,0.0,1792502.0,1792502.0,0.0
145,1,optimal_fw,0.003,2,5,5,1000,piece-wise,18000,11800.0,0.344,8.12,5.32,0.345,1792502.0,1499026.51,0.164,1792502.0,1493494.51,0.167
146,1,heuristic,0.001,2,5,5,1000,piece-wise,18000,18000.0,0.0,8.12,8.12,0.0,1792502.0,1792502.0,0.0,1792502.0,1792502.0,0.0
147,1,heuristic_fw,0.002,2,5,5,1000,piece-wise,18000,11800.0,0.344,8.12,5.32,0.345,1792502.0,1499026.51,0.164,1792502.0,1493494.51,0.167
148,2,optimal,1.093,3,5,5,1000,piece-wise,18280,18280.0,0.0,8.98,8.98,0.0,1673800.0,1673800.0,0.0,1673800.0,1673800.0,0.0
149,2,optimal_fw,0.003,3,5,5,1000,piece-wise,18280,11000.0,0.398,8.98,5.41,0.398,1673800.0,1367891.376,0.183,1673800.0,1368514.74,0.182
150,2,heuristic,0.0,3,5,5,1000,piece-wise,18280,18460.0,-0.01,8.98,9.07,-0.01,1673800.0,1746752.0,-0.044,1673800.0,1712752.0,-0.023
151,2,heuristic_fw,0.002,3,5,5,1000,piece-wise,18280,12091.80035102999,0.339,8.98,5.94,0.339,1673800.0,1370842.392,0.181,1673800.0,1369562.52,0.182
152,3,optimal,1.073,3,5,5,1000,piece-wise,10600,10600.0,0.0,6.37,6.37,0.0,1302972.0,1302972.0,0.0,1302972.0,1302972.0,0.0
153,3,optimal_fw,0.003,3,5,5,1000,piece-wise,10600,7293.743449953505,0.312,6.37,4.38,0.312,1302972.0,1123664.276,0.138,1302972.0,1122447.46,0.139
154,3,heuristic,0.001,3,5,5,1000,piece-wise,10600,10700.0,-0.009,6.37,6.43,-0.009,1302972.0,1351038.0,-0.037,1302972.0,1328038.0,-0.019
155,3,heuristic_fw,0.003,3,5,5,1000,piece-wise,10600,7690.953205043743,0.274,6.37,4.62,0.275,1302972.0,1125229.28,0.136,1302972.0,1123851.26,0.137
156,4,optimal,0.953,3,5,5,1000,piece-wise,9440,7140.0,0.244,9.02,6.82,0.244,855530.8,711358.8,0.169,855530.8,708358.8,0.172
157,4,optimal_fw,0.002,3,5,5,1000,piece-wise,9440,6497.298322692572,0.312,9.02,6.21,0.312,855530.8,706730.644,0.174,855530.8,705600.98,0.175
158,4,heuristic,0.0,3,5,5,1000,piece-wise,9440,9560.0,-0.013,9.02,9.13,-0.012,855530.8,938498.8,-0.097,855530.8,881498.8,-0.03
159,4,heuristic_fw,0.001,3,5,5,1000,piece-wise,9440,7198.568007321176,0.237,9.02,6.88,0.237,855530.8,709822.662,0.17,855530.8,708705.77,0.172
