,repeat,algorithm,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
27,1,heuristic_fw,0.022,3,50,5,1,piece-wise,46318,34605.7958977561,0.253,2.23,1.67,0.251,14113298.8,13950506.212699808,0.012,14113298.8,13950517.71,0.012
28,2,optimal,16.545,2,50,5,1,piece-wise,66143,66143.0,0.0,3.33,3.33,0.0,13467440.1,13467440.1,0.0,13467440.1,13467440.1,0.0
29,2,optimal_fw,0.014,2,50,5,1,piece-wise,66143,47711.0,0.279,3.33,2.4,0.279,13467440.1,13352954.505781766,0.009,13467440.1,13352798.28,0.009
30,2,heuristic,0.048,2,50,5,1,piece-wise,66143,66143.0,0.0,3.33,3.33,0.0,13467440.1,13471767.7,-0.0,13467440.1,13471634.7,-0.0
31,2,heuristic_fw,0.014,2,50,5,1,piece-wise,66143,48676.64442223667,0.264,3.33,2.45,0.264,13467440.1,13354308.378694233,0.008,13467440.1,13354117.55,0.008
32,3,optimal,17.135,2,50,5,1,piece-wise,56673,56673.0,0.0,2.56,2.56,0.0,15049336.7,15049336.7,0.0,15049336.7,15049336.7,0.0
33,3,optimal_fw,0.021,2,50,5,1,piece-wise,56673,41224.0,0.273,2.56,1.86,0.273,15049336.7,14889894.284199461,0.011,15049336.7,14889607.19,0.011
34,3,heuristic,0.047,2,50,5,1,piece-wise,56673,56673.0,0.0,2.56,2.56,0.0,15049336.7,15073813.9,-0.002,15049336.7,15073652.9,-0.002
35,3,heuristic_fw,0.02,2,50,5,1,piece-wise,56673,41224.0,0.273,2.56,1.86,0.273,15049336.7,14890007.78655739,0.011,15049336.7,14889607.19,0.011
36,4,optimal,16.93,2,50,5,1,piece-wise,49504,49504.0,0.0,2.36,2.36,0.0,14252152.3,14252152.3,0.0,14252152.3,14252152.3,0.0
37,4,optimal_fw,0.026,2,50,5,1,piece-wise,49504,36493.0,0.263,2.36,1.74,0.263,14252152.3,14090010.027890138,0.011,14252152.3,14089786.02,0.011
38,4,heuristic,0.047,2,50,5,1,piece-wise,49504,49504.0,0.0,2.36,2.36,0.0,14252152.3,14304774.3,-0.004,14252152.3,14304715.3,-0.004
39,4,heuristic_fw,0.026,2,50,5,1,piece-wise,49504,36493.0,0.263,2.36,1.74,0.263,14252152.3,14090950.06902314,0.011,14252152.3,14090677.5,0.011
40,0,optimal,17.35,4,50,5,5,piece-wise,50528,50528.0,0.0,2.4,2.4,0.0,14249242.7,14249242.7,0.0,14249242.7,14249242.7,0.0
41,0,optimal_fw,0.014,4,50,5,5,piece-wise,50528,37081.0,0.266,2.4,1.76,0.267,14249242.7,14154247.1394066,0.007,14249242.7,14154133.47,0.007
42,0,heuristic,0.048,6,50,5,5,piece-wise,50528,50528.0,0.0,2.4,2.4,0.0,14249242.7,14250716.2,-0.0,14249242.7,14250216.2,-0.0
43,0,heuristic_fw,0.009,6,50,5,5,piece-wise,50528,37682.01791352703,0.254,2.4,1.79,0.254,14249242.7,14157734.372829907,0.006,14249242.7,14157684.17,0.006
44,1,optimal,16.473,3,50,5,5,piece-wise,49761,49761.0,0.0,2.58,2.58,0.0,13097510.0,13097510.0,0.0,13097510.0,13097510.0,0.0
45,1,optimal_fw,0.019,3,50,5,5,piece-wise,49761,36489.371599411585,0.267,2.58,1.89,0.267,13097510.0,12954980.55404166,0.011,13097510.0,12955042.97,0.011
46,1,heuristic,0.049,3,50,5,5,piece-wise,49761,49761.0,0.0,2.58,2.58,0.0,13097510.0,13100439.2,-0.0,13097510.0,13099589.2,-0.0
47,1,heuristic_fw,0.022,3,50,5,5,piece-wise,49761,36433.00755603792,0.268,2.58,1.89,0.267,13097510.0,12953540.15841785,0.011,13097510.0,12953571.9,0.011
48,2,optimal,16.28,4,50,5,5,piece-wise,33809,49633.0,-0.468,2.21,3.24,-0.466,10379023.3,31686278.4,-2.053,10379023.3,31685733.4,-2.053
49,2,optimal_fw,0.016,4,50,5,5,piece-wise,33809,25963.473563214946,0.232,2.21,1.7,0.231,10379023.3,10303959.77311246,0.007,10379023.3,10303945.17,0.007
50,2,heuristic,0.048,5,50,5,5,piece-wise,33809,41586.0,-0.23,2.21,2.72,-0.231,10379023.3,13264382.6,-0.278,10379023.3,13263287.6,-0.278
51,2,heuristic_fw,0.017,5,50,5,5,piece-wise,33809,25670.291387433725,0.241,2.21,1.68,0.24,10379023.3,10300506.149594283,0.008,10379023.3,10300491.9,0.008
52,3,optimal,16.37,2,50,5,5,piece-wise,74158,74158.0,0.0,3.09,3.09,0.0,16320866.5,16320866.5,0.0,16320866.5,16320866.5,0.0
53,3,optimal_fw,0.016,2,50,5,5,piece-wise,74158,52655.62066738757,0.29,3.09,2.19,0.291,16320866.5,16157303.643941415,0.01,16320866.5,16156499.65,0.01
54,3,heuristic,0.047,2,50,5,5,piece-wise,74158,74158.0,0.0,3.09,3.09,0.0,16320866.5,16322321.5,-0.0,16320866.5,16320866.5,0.0
55,3,heuristic_fw,0.015,2,50,5,5,piece-wise,74158,51397.89996372609,0.307,3.09,2.14,0.307,16320866.5,16156278.473584121,0.01,16320866.5,16154809.77,0.01
56,4,optimal,14.99,4,50,5,5,piece-wise,47334,47334.0,0.0,2.03,2.03,0.0,15882571.3,15882571.3,0.0,15882571.3,15882571.3,0.0
57,4,optimal_fw,0.02,4,50,5,5,piece-wise,47334,35799.13288502228,0.244,2.03,1.53,0.246,15882571.3,15727382.31860193,0.01,15882571.3,15727331.74,0.01
58,4,heuristic,0.047,5,50,5,5,piece-wise,47334,50834.0,-0.074,2.03,2.18,-0.074,15882571.3,16031588.8,-0.009,15882571.3,16030413.8,-0.009
59,4,heuristic_fw,0.02,5,50,5,5,piece-wise,47334,36073.33159889645,0.238,2.03,1.54,0.241,15882571.3,15727248.702234844,0.01,15882571.3,15727247.85,0.01
60,0,optimal,19.655,2,50,5,10,piece-wise,59868,59868.0,0.0,2.89,2.89,0.0,14088663.4,14088663.4,0.0,14088663.4,14088663.4,0.0
61,0,optimal_fw,0.022,2,50,5,10,piece-wise,59868,42413.0,0.292,2.89,2.04,0.294,14088663.4,13947503.45220187,0.01,14088663.4,13943663.48,0.01
62,0,heuristic,0.046,2,50,5,10,piece-wise,59868,59868.0,0.0,2.89,2.89,0.0,14088663.4,14084346.6,0.0,14088663.4,14083536.6,0.0
63,0,heuristic_fw,0.02,2,50,5,10,piece-wise,59868,42787.90433924024,0.285,2.89,2.06,0.287,14088663.4,13949144.881121807,0.01,14088663.4,13945537.21,0.01
64,1,optimal,15.963,3,50,5,10,piece-wise,62978,62978.0,0.0,2.99,2.99,0.0,14313572.7,14313572.7,0.0,14313572.7,14313572.7,0.0
65,1,optimal_fw,0.013,3,50,5,10,piece-wise,62978,46262.56705403329,0.265,2.99,2.19,0.268,14313572.7,14172474.56785582,0.01,14313572.7,14172399.89,0.01
66,1,heuristic,0.048,3,50,5,10,piece-wise,62978,62978.0,0.0,2.99,2.99,0.0,14313572.7,14314112.7,-0.0,14313572.7,14313572.7,0.0
67,1,heuristic_fw,0.013,3,50,5,10,piece-wise,62978,46100.01,0.268,2.99,2.19,0.268,14313572.7,14172350.117954405,0.01,14313572.7,14172270.99,0.01
68,2,optimal,16.85,5,50,5,10,piece-wise,48217,48217.0,0.0,2.44,2.44,0.0,13434320.2,13434320.2,0.0,13434320.2,13434320.2,0.0
69,2,optimal_fw,0.017,5,50,5,10,piece-wise,48217,35682.81988499277,0.26,2.44,1.81,0.258,13434320.2,13277595.665542308,0.012,13434320.2,13277573.09,0.012
70,2,heuristic,0.051,3,50,5,10,piece-wise,48217,48217.0,0.0,2.44,2.44,0.0,13434320.2,13435180.2,-0.0,13434320.2,13434320.2,0.0
71,2,heuristic_fw,0.025,3,50,5,10,piece-wise,48217,35828.26046365057,0.257,2.44,1.81,0.258,13434320.2,13275475.809053713,0.012,13434320.2,13275435.22,0.012
72,3,optimal,15.84,2,50,5,10,piece-wise,55015,55015.0,0.0,2.76,2.76,0.0,13477390.5,13477390.5,0.0,13477390.5,13477390.5,0.0
73,3,optimal_fw,0.009,2,50,5,10,piece-wise,55015,41424.0,0.247,2.76,2.08,0.246,13477390.5,13387218.070792865,0.007,13477390.5,13386672.28,0.007
74,3,heuristic,0.046,2,50,5,10,piece-wise,55015,55015.0,0.0,2.76,2.76,0.0,13477390.5,13481367.3,-0.0,13477390.5,13480887.3,-0.0
75,3,heuristic_fw,0.009,2,50,5,10,piece-wise,55015,41424.0,0.247,2.76,2.08,0.246,13477390.5,13386864.637070917,0.007,13477390.5,13386048.53,0.007
76,4,optimal,16.275,2,50,5,10,piece-wise,56387,56387.0,0.0,2.34,2.34,0.0,16475198.8,16475198.8,0.0,16475198.8,16475198.8,0.0
77,4,optimal_fw,0.027,2,50,5,10,piece-wise,56387,40986.38482110687,0.273,2.34,1.7,0.274,16475198.8,16233568.17933897,0.015,16475198.8,16229361.02,0.015
78,4,heuristic,0.047,2,50,5,10,piece-wise,56387,56387.0,0.0,2.34,2.34,0.0,16475198.8,16476823.8,-0.0,16475198.8,16475143.8,0.0
79,4,heuristic_fw,0.027,2,50,5,10,piece-wise,56387,42413.8555460474,0.248,2.34,1.76,0.248,16475198.8,16233917.588290779,0.015,16475198.8,16229012.31,0.015
80,0,optimal,16.144,5,50,5,50,piece-wise,45426,63081.0,-0.389,2.28,3.16,-0.386,13605341.4,46828370.2,-2.442,13605341.4,46811070.2,-2.441
81,0,optimal_fw,0.02,5,50,5,50,piece-wise,45426,34577.58731662143,0.239,2.28,1.73,0.241,13605341.4,13421829.84919226,0.013,13605341.4,13421302.01,0.014
82,0,heuristic,0.049,5,50,5,50,piece-wise,45426,51792.0,-0.14,2.28,2.6,-0.14,13605341.4,14022178.3,-0.031,13605341.4,14009128.3,-0.03
83,0,heuristic_fw,0.018,5,50,5,50,piece-wise,45426,34874.76133706637,0.232,2.28,1.75,0.232,13605341.4,13425734.72807349,0.013,13605341.4,13425052.79,0.013
84,1,optimal,16.053,3,50,5,50,piece-wise,49069,49069.0,0.0,2.58,2.58,0.0,12869474.6,12869474.6,0.0,12869474.6,12869474.6,0.0
85,1,optimal_fw,0.008,3,50,5,50,piece-wise,49069,36429.5313568092,0.258,2.58,1.92,0.256,12869474.6,12786538.04280477,0.006,12869474.6,12786535.97,0.006
86,1,heuristic,0.048,3,50,5,50,piece-wise,49069,49069.0,0.0,2.58,2.58,0.0,12869474.6,12875480.1,-0.0,12869474.6,12869480.1,-0.0
87,1,heuristic_fw,0.009,3,50,5,50,piece-wise,49069,35900.01,0.268,2.58,1.89,0.267,12869474.6,12785702.155286143,0.007,12869474.6,12785433.93,0.007
88,2,optimal,16.143,3,50,5,50,piece-wise,51603,51603.0,0.0,2.4,2.4,0.0,14552595.8,14552595.8,0.0,14552595.8,14552595.8,0.0
89,2,optimal_fw,0.016,3,50,5,50,piece-wise,51603,38058.0,0.262,2.4,1.77,0.262,14552595.8,14454916.877781622,0.007,14552595.8,14454231.84,0.007
90,2,heuristic,0.049,4,50,5,50,piece-wise,51603,51603.0,0.0,2.4,2.4,0.0,14552595.8,14562419.2,-0.001,14552595.8,14555969.2,-0.0
91,2,heuristic_fw,0.011,4,50,5,50,piece-wise,51603,38628.788881702814,0.251,2.4,1.8,0.25,14552595.8,14458407.089692757,0.006,14552595.8,14458172.38,0.006
92,3,optimal,16.005,2,50,5,50,piece-wise,41558,41558.0,0.0,2.24,2.24,0.0,12533085.2,12533085.2,0.0,12533085.2,12533085.2,0.0
93,3,optimal_fw,0.015,2,50,5,50,piece-wise,41558,30760.32473113919,0.26,2.24,1.66,0.259,12533085.2,12460865.184942972,0.006,12533085.2,12454793.98,0.006
94,3,heuristic,0.049,2,50,5,50,piece-wise,41558,41558.0,0.0,2.24,2.24,0.0,12533085.2,12538162.2,-0.0,12533085.2,12533362.2,-0.0
95,3,heuristic_fw,0.015,2,50,5,50,piece-wise,41558,31399.99,0.244,2.24,1.7,0.241,12533085.2,12462914.654683474,0.006,12533085.2,12455971.1,0.006
96,4,optimal,16.835,2,50,5,50,piece-wise,59514,59514.0,0.0,3.7,3.7,0.0,10916274.2,10916274.2,0.0,10916274.2,10916274.2,0.0
97,4,optimal_fw,0.009,2,50,5,50,piece-wise,59514,42390.0,0.288,3.7,2.63,0.289,10916274.2,10822402.621321682,0.009,10916274.2,10818787.36,0.009
98,4,heuristic,0.049,2,50,5,50,piece-wise,59514,59514.0,0.0,3.7,3.7,0.0,10916274.2,10919474.2,-0.0,10916274.2,10916274.2,0.0
99,4,heuristic_fw,0.01,2,50,5,50,piece-wise,59514,42390.0,0.288,3.7,2.63,0.289,10916274.2,10823578.034347417,0.008,10916274.2,10818763.9,0.009
100,0,optimal,16.247,3,50,5,100,piece-wise,48811,48811.0,0.0,2.85,2.85,0.0,11604625.8,11604625.8,0.0,11604625.8,11604625.8,0.0
101,0,optimal_fw,0.01,3,50,5,100,piece-wise,48811,36338.465582829456,0.256,2.85,2.12,0.256,11604625.8,11510106.451113775,0.008,11604625.8,11510118.73,0.008
102,0,heuristic,0.048,3,50,5,100,piece-wise,48811,48811.0,0.0,2.85,2.85,0.0,11604625.8,11612931.3,-0.001,11604625.8,11604631.3,-0.0
103,0,heuristic_fw,0.011,3,50,5,100,piece-wise,48811,35954.25848490893,0.263,2.85,2.1,0.263,11604625.8,11509933.389260598,0.008,11604625.8,11509128.43,0.008
104,1,optimal,16.645,2,50,5,100,piece-wise,52850,52850.0,0.0,2.56,2.56,0.0,14007367.0,14007367.0,0.0,14007367.0,14007367.0,0.0
105,1,optimal_fw,0.012,2,50,5,100,piece-wise,52850,39348.231553365804,0.255,2.56,1.9,0.258,14007367.0,13916709.783918437,0.006,14007367.0,13907244.84,0.007
106,1,heuristic,0.047,2,50,5,100,piece-wise,52850,52850.0,0.0,2.56,2.56,0.0,14007367.0,14012967.0,-0.0,14007367.0,14007367.0,0.0
107,1,heuristic_fw,0.011,2,50,5,100,piece-wise,52850,39348.231553365804,0.255,2.56,1.9,0.258,14007367.0,13918065.300291857,0.006,14007367.0,13906952.11,0.007
108,2,optimal,16.047,3,50,5,100,piece-wise,63327,63327.0,0.0,2.87,2.87,0.0,14972752.8,14972752.8,0.0,14972752.8,14972752.8,0.0
109,2,optimal_fw,0.014,3,50,5,100,piece-wise,63327,45337.18208457828,0.284,2.87,2.05,0.286,14972752.8,14852769.776576309,0.008,14972752.8,14848443.39,0.008
110,2,heuristic,0.046,3,50,5,100,piece-wise,63327,63327.0,0.0,2.87,2.87,0.0,14972752.8,14972643.8,0.0,14972752.8,14952543.8,0.001
111,2,heuristic_fw,0.013,3,50,5,100,piece-wise,63327,43337.007966998215,0.316,2.87,1.96,0.317,14972752.8,14850870.871331448,0.008,14972752.8,14846359.14,0.008
112,3,optimal,16.49,3,50,5,100,piece-wise,57574,57574.0,0.0,2.57,2.57,0.0,15186384.8,15186384.8,0.0,15186384.8,15186384.8,0.0
113,3,optimal_fw,0.015,3,50,5,100,piece-wise,57574,39371.0,0.316,2.57,1.76,0.315,15186384.8,15076090.103184089,0.007,15186384.8,15074326.84,0.007
114,3,heuristic,0.047,3,50,5,100,piece-wise,57574,57574.0,0.0,2.57,2.57,0.0,15186384.8,15193184.8,-0.0,15186384.8,15186384.8,0.0
115,3,heuristic_fw,0.014,3,50,5,100,piece-wise,57574,39371.0,0.316,2.57,1.76,0.315,15186384.8,15076897.232211802,0.007,15186384.8,15074177.16,0.007
116,4,optimal,16.12,2,50,5,100,piece-wise,50932,50932.0,0.0,2.93,2.93,0.0,11800266.6,11800266.6,0.0,11800266.6,11800266.6,0.0
117,4,optimal_fw,0.017,2,50,5,100,piece-wise,50932,38128.963795328884,0.251,2.93,2.2,0.249,11800266.6,11689029.346404726,0.009,11800266.6,11675889.45,0.011
118,4,heuristic,0.05,2,50,5,100,piece-wise,50932,50932.0,0.0,2.93,2.93,0.0,11800266.6,11807066.6,-0.001,11800266.6,11800266.6,0.0
119,4,heuristic_fw,0.016,2,50,5,100,piece-wise,50932,38499.99,0.244,2.93,2.22,0.242,11800266.6,11690863.468518523,0.009,11800266.6,11676212.48,0.011
120,0,optimal,17.047,3,50,5,500,piece-wise,38608,46897.0,-0.215,2.21,2.68,-0.213,11940758.9,14103798.2,-0.181,11940758.9,14081798.2,-0.179
121,0,optimal_fw,0.023,3,50,5,500,piece-wise,38608,30081.425254299575,0.221,2.21,1.72,0.222,11940758.9,11768651.276913373,0.014,11940758.9,11765295.69,0.015
122,0,heuristic,0.047,4,50,5,500,piece-wise,38608,54855.0,-0.421,2.21,3.14,-0.421,11940758.9,32452488.4,-1.718,11940758.9,32329488.4,-1.707
123,0,heuristic_fw,0.013,4,50,5,500,piece-wise,38608,32783.95501426974,0.151,2.21,1.88,0.149,11940758.9,11775530.315134952,0.014,11940758.9,11775408.21,0.014
124,1,optimal,15.593,3,50,5,500,piece-wise,57445,57445.0,0.0,2.51,2.51,0.0,15506550.0,15506550.0,0.0,15506550.0,15506550.0,0.0
125,1,optimal_fw,0.011,3,50,5,500,piece-wise,57445,43123.78280882738,0.249,2.51,1.88,0.251,15506550.0,15404610.508395929,0.007,15506550.0,15402854.21,0.007
126,1,heuristic,0.047,3,50,5,500,piece-wise,57445,55080.0,0.041,2.51,2.41,0.04,15506550.0,15500030.0,0.0,15506550.0,15467530.0,0.003
127,1,heuristic_fw,0.009,3,50,5,500,piece-wise,57445,44715.77380055921,0.222,2.51,1.95,0.223,15506550.0,15408259.287092997,0.006,15506550.0,15405255.68,0.007
