no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
10,5,heuristic_fw,100,piece-wise,0.5,0.0045000000000000005,3.5,22824.0,14369.997758105135,0.369,6.65,4.18,0.369,2758989.5,2338105.3844604,0.153,2758989.5,2336987.4400000004,0.153
10,5,heuristic_fw,500,piece-wise,0.5,0.003,3.0,17050.0,11920.887856057689,0.2855,4.585,3.2800000000000002,0.28600000000000003,2866030.6,2532173.5930000003,0.11299999999999999,2866030.6,2530703.31,0.11349999999999999
10,5,heuristic_fw,1000,piece-wise,0.5,0.003,3.5,20737.5,14072.160663361257,0.3205,5.140000000000001,3.49,0.3205,3061142.7,2710795.0421159994,0.11399999999999999,3061142.7,2708056.8099999996,0.11499999999999999
10,5,heuristic_fw,5000,piece-wise,0.5,0.0015,3.0,22993.5,19639.912802276518,0.1455,4.63,3.955,0.145,3729651.0,3364493.59,0.098,3729651.0,3354119.31,0.1005
10,5,optimal,0,piece-wise,0.5,4.0695,7.0,16934.0,59506.5,-2.9044999999999996,4.07,14.490000000000002,-2.9045,3218122.7,25564561.9,-6.961,3218122.7,25564561.9,-6.961
10,5,optimal,1,piece-wise,0.5,7.511,5.0,18460.0,26100.0,-0.432,5.285,7.695,-0.432,2721809.9,4538047.4,-0.7264999999999999,2721809.9,4538004.9,-0.7264999999999999
10,5,optimal,5,piece-wise,0.5,3.3914999999999997,3.0,12612.0,12612.0,0.0,4.12,4.12,0.0,2401547.25,2401547.25,0.0,2401547.25,2401547.25,0.0
10,5,optimal,10,piece-wise,0.5,3.2685,3.0,16630.0,16630.0,0.0,4.86,4.86,0.0,2889665.3,2889665.3,0.0,2889665.3,2889665.3,0.0
10,5,optimal,50,piece-wise,0.5,3.2569999999999997,3.0,27918.0,27918.0,0.0,6.625,6.625,0.0,3354677.3,3354677.3,0.0,3354677.3,3354677.3,0.0
10,5,optimal,100,piece-wise,0.5,3.4290000000000003,4.0,22824.0,22824.0,0.0,6.65,6.65,0.0,2758989.5,2758989.5,0.0,2758989.5,2758989.5,0.0
10,5,optimal,500,piece-wise,0.5,3.6254999999999997,3.5,17050.0,17050.0,0.0,4.585,4.585,0.0,2866030.6,2866030.6,0.0,2866030.6,2866030.6,0.0
10,5,optimal,1000,piece-wise,0.5,3.247,4.0,20737.5,20737.5,0.0,5.140000000000001,5.140000000000001,0.0,3061142.7,3062933.6,-0.0005,3061142.7,3059433.6,0.0005
10,5,optimal,5000,piece-wise,0.5,3.1685,3.0,22993.5,21810.0,0.01150000000000001,4.63,4.495,0.01050000000000001,3729651.0,3961378.9,-0.0825,3729651.0,3823878.9,-0.043500000000000004
10,5,optimal_fw,0,piece-wise,0.5,0.013,7.0,16934.0,10795.173114143081,0.35350000000000004,4.07,2.5949999999999998,0.354,3218122.7,2775888.4,0.1375,3218122.7,2775888.4,0.1375
10,5,optimal_fw,1,piece-wise,0.5,0.011,5.0,18460.0,11768.160563952173,0.3625,5.285,3.37,0.362,2721809.9,2395793.408303443,0.1215,2721809.9,2395790.835,0.1215
10,5,optimal_fw,5,piece-wise,0.5,0.008,3.0,12612.0,7621.340506492716,0.396,4.12,2.49,0.3955,2401547.25,2049435.8157600001,0.138,2401547.25,2049488.6400000001,0.138
10,5,optimal_fw,10,piece-wise,0.5,0.005,3.0,16630.0,9865.28887692541,0.4105,4.86,2.855,0.41000000000000003,2889665.3,2343390.1679000002,0.17300000000000001,2889665.3,2343330.72,0.17300000000000001
10,5,optimal_fw,50,piece-wise,0.5,0.003,3.0,27918.0,17382.93684544294,0.381,6.625,4.1,0.3805,3354677.3,2885579.6503,0.14250000000000002,3354677.3,2885564.1399999997,0.14250000000000002
10,5,optimal_fw,100,piece-wise,0.5,0.0035,4.0,22824.0,14218.679883343284,0.3775,6.65,4.145,0.378,2758989.5,2337301.5472285002,0.153,2758989.5,2337187.965,0.1535
10,5,optimal_fw,500,piece-wise,0.5,0.0035,3.5,17050.0,10588.776906508734,0.3805,4.585,2.84,0.3805,2866030.6,2528505.586482,0.11449999999999999,2866030.6,2528121.77,0.11449999999999999
10,5,optimal_fw,1000,piece-wise,0.5,0.003,4.0,20737.5,14028.307563429622,0.323,5.140000000000001,3.4800000000000004,0.3225,3061142.7,2708506.2496511685,0.11499999999999999,3061142.7,2708333.825,0.11499999999999999
10,5,optimal_fw,5000,piece-wise,0.5,0.002,3.0,22993.5,17888.306048537655,0.2165,4.63,3.615,0.217,3729651.0,3333266.33,0.10550000000000001,3729651.0,3324384.165,0.108
