,repeat,algorithm,average_run_time_per_iteration,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
14,1,heuristic,0.047,5,40,5,1,piece-wise,51891,51891.0,0.0,3.33,3.33,0.0,11890073.3,11890908.9,-0.0,11890073.3,11890878.9,-0.0
15,1,heuristic_fw,0.007,5,40,5,1,piece-wise,51891,32699.99,0.37,3.33,2.1,0.369,11890073.3,10492596.5441457,0.118,11890073.3,10492594.63,0.118
16,0,optimal,21.494,5,60,5,1,piece-wise,54890,60196.0,-0.097,2.13,2.33,-0.094,18466637.8,19649050.1,-0.064,18466637.8,19648783.1,-0.064
17,0,optimal_fw,0.015,5,60,5,1,piece-wise,54890,35064.94199,0.361,2.13,1.36,0.362,18466637.8,17353400.16973687,0.06,18466637.8,17353399.91,0.06
18,0,heuristic,0.062,4,60,5,1,piece-wise,54890,59058.0,-0.076,2.13,2.29,-0.075,18466637.8,20193491.7,-0.094,18466637.8,20192779.7,-0.093
19,0,heuristic_fw,0.02,4,60,5,1,piece-wise,54890,34845.82060876722,0.365,2.13,1.35,0.366,18466637.8,17359395.39367854,0.06,18466637.8,17359394.78,0.06
20,1,optimal,21.322,5,60,5,1,piece-wise,61382,61382.0,0.0,2.44,2.44,0.0,18531887.4,18531887.4,0.0,18531887.4,18531887.4,0.0
21,1,optimal_fw,0.01,5,60,5,1,piece-wise,61382,38624.66959344247,0.371,2.44,1.53,0.373,18531887.4,16955155.207399517,0.085,18531887.4,16955135.37,0.085
22,1,heuristic,0.06,4,60,5,1,piece-wise,61382,66382.0,-0.081,2.44,2.63,-0.078,18531887.4,19905733.5,-0.074,18531887.4,19905436.5,-0.074
23,1,heuristic_fw,0.011,4,60,5,1,piece-wise,61382,39343.983929993534,0.359,2.44,1.56,0.361,18531887.4,16952808.99831255,0.085,18531887.4,16952806.8,0.085
24,0,optimal,32.109,7,80,5,1,piece-wise,76248,85457.0,-0.121,2.15,2.41,-0.121,25812304.6,28903177.7,-0.12,25812304.6,28902998.7,-0.12
25,0,optimal_fw,0.014,7,80,5,1,piece-wise,76248,48911.29432868361,0.359,2.15,1.38,0.358,25812304.6,23911915.52966541,0.074,25812304.6,23911912.82,0.074
26,0,heuristic,0.079,6,80,5,1,piece-wise,76248,83908.0,-0.1,2.15,2.36,-0.098,25812304.6,30319801.4,-0.175,25812304.6,30319239.4,-0.175
27,0,heuristic_fw,0.018,6,80,5,1,piece-wise,76248,48522.477507345284,0.364,2.15,1.37,0.363,25812304.6,23912443.80305189,0.074,25812304.6,23912368.53,0.074
28,1,optimal,27.754,5,80,5,1,piece-wise,61956,69166.0,-0.116,2.05,2.29,-0.117,21511156.6,23184462.4,-0.078,21511156.6,23184278.4,-0.078
29,1,optimal_fw,0.013,5,80,5,1,piece-wise,61956,39164.87018213868,0.368,2.05,1.3,0.366,21511156.6,20318681.108167212,0.055,21511156.6,20318678.31,0.055
30,1,heuristic,0.084,4,80,5,1,piece-wise,61956,62705.0,-0.012,2.05,2.08,-0.015,21511156.6,21828426.1,-0.015,21511156.6,21827865.1,-0.015
31,1,heuristic_fw,0.023,4,80,5,1,piece-wise,61956,39499.2875361826,0.362,2.05,1.31,0.361,21511156.6,20320364.573466834,0.055,21511156.6,20320284.56,0.055
32,0,optimal,36.802,9,100,5,1,piece-wise,74197,115039.0,-0.55,1.89,2.93,-0.55,29819079.0,56105179.3,-0.882,29819079.0,56103481.3,-0.881
33,0,optimal_fw,0.015,9,100,5,1,piece-wise,74197,47360.93200484426,0.362,1.89,1.21,0.36,29819079.0,26451230.230428677,0.113,29819079.0,26451201.17,0.113
34,0,heuristic,0.097,13,100,5,1,piece-wise,74197,108904.0,-0.468,1.89,2.78,-0.471,29819079.0,54730212.9,-0.835,29819079.0,54728541.9,-0.835
35,0,heuristic_fw,0.011,13,100,5,1,piece-wise,74197,46967.333615776704,0.367,1.89,1.2,0.365,29819079.0,26457324.764200654,0.113,29819079.0,26457322.7,0.113
36,1,optimal,34.01,6,100,5,1,piece-wise,83459,112568.0,-0.349,2.23,3.01,-0.35,27797156.4,39661764.7,-0.427,27797156.4,39661201.7,-0.427
37,1,optimal_fw,0.012,6,100,5,1,piece-wise,83459,53210.05594145708,0.362,2.23,1.42,0.363,27797156.4,25190228.419066545,0.094,27797156.4,25190226.45,0.094
38,1,heuristic,0.101,8,100,5,1,piece-wise,83459,83459.0,0.0,2.23,2.23,0.0,27797156.4,28040344.0,-0.009,27797156.4,28039655.0,-0.009
39,1,heuristic_fw,0.01,8,100,5,1,piece-wise,83459,52827.00370952258,0.367,2.23,1.41,0.368,27797156.4,25185046.03999303,0.094,27797156.4,25185045.41,0.094
