noh,name,demand,estart,pstart,lfinish,dur,caf,astart
1103,26,0,0,78,143,3,1,78
1103,27,0.368066667,0,81,143,3,1,81
1103,28,0.920766667,0,84,143,3,1,84
1103,29,0.023233333,0,87,143,3,1,87
1103,30,1.352433333,0,90,143,3,1,90
1103,31,0.1864,0,93,143,3,1,93
1103,32,1.196333333,0,96,143,3,1,96
1103,33,1.049,0,99,143,3,1,99
1103,34,0.698433333,0,102,143,3,1,102
1103,35,0.946666667,0,105,143,3,1,105
1103,36,0.291366667,0,108,143,3,1,108
1103,37,1.194233333,0,111,143,3,1,111
1103,38,0,0,114,143,3,1,114
1103,39,0,0,117,143,3,1,117
1103,40,1.0112,0,120,143,3,1,120
1103,41,0,0,123,143,3,1,123
1103,42,0,0,126,143,3,1,126
1103,43,0,0,129,143,3,1,129
1103,44,0,0,132,143,3,1,132
1103,45,0,0,135,143,3,1,135
1103,46,0,0,138,143,3,1,138
1103,47,0,0,141,143,3,1,141
114,0,0.78,0,77,143,5,0.2,77
114,1,0.57,0,78,143,7,0.3,78
114,2,0.13,0,80,143,3,0.5,80
114,3,0.1,0,78,143,3,0.5,78
114,4,0.08,0,81,143,4,0.5,81
114,5,0.01,0,71,143,7,0.3,71
114,6,0.01,0,78,143,6,0.4,78
114,7,0.01,0,77,143,5,0.9,77
114,8,0.7967,0,0,143,3,1,0
114,9,0.841633333,0,3,143,3,1,3
114,10,0.609533333,0,6,143,3,1,6
114,11,0.623866667,0,9,143,3,1,9
114,12,0.620966667,0,12,143,3,1,12
114,13,0.609366667,0,15,143,3,1,15
114,14,0.6465,0,18,143,3,1,18
114,15,0.6341,0,21,143,3,1,21
114,16,0.602966667,0,24,143,3,1,24
114,17,0.586233333,0,27,143,3,1,27
114,18,0.645066667,0,30,143,3,1,30
114,19,0.601633333,0,33,143,3,1,33
114,20,0.637066667,0,36,143,3,1,36
114,21,0.5941,0,39,143,3,1,39
114,22,0.3902,0,42,143,3,1,42
114,23,0.3979,0,45,143,3,1,45
114,24,0.416466667,0,48,143,3,1,48
114,25,0.4102,0,51,143,3,1,51
114,26,1.724233333,0,54,143,3,1,54
114,27,1.5258,0,57,143,3,1,57
114,28,1.162033333,0,60,143,3,1,60
114,29,0.9948,0,63,143,3,1,63
114,30,1.389233333,0,66,143,3,1,66
114,31,0.8503,0,69,143,3,1,69
114,32,1.607566667,0,72,143,3,1,72
114,33,2.0705,0,75,143,3,1,75
114,34,2.4722,0,78,143,3,1,78
114,35,2.586633333,0,81,143,3,1,81
114,36,3.052366667,0,84,143,3,1,84
114,37,2.237333333,0,87,143,3,1,87
114,38,3.062866667,0,90,143,3,1,90
114,39,2.532833333,0,93,143,3,1,93
114,40,2.3764,0,96,143,3,1,96
114,41,2.1842,0,99,143,3,1,99
114,42,1.885566667,0,102,143,3,1,102
114,43,2.1197,0,105,143,3,1,105
114,44,1.127433333,0,108,143,3,1,108
114,45,1.2395,0,111,143,3,1,111
114,46,0.741933333,0,114,143,3,1,114
114,47,1.142566667,0,117,143,3,1,117
114,48,0.7294,0,120,143,3,1,120
114,49,1.1341,0,123,143,3,1,123
114,50,0.8224,0,126,143,3,1,126
114,51,1.144766667,0,129,143,3,1,129
114,52,1.8812,0,132,143,3,1,132
114,53,1.5989,0,135,143,3,1,135
114,54,1.041766667,0,138,143,3,1,138
114,55,0.5721,0,141,143,3,1,141
1169,0,0.387066667,0,0,143,3,1,0
1169,1,0.718466667,0,3,143,3,1,3
1169,2,0.109,0,6,143,3,1,6
1169,3,0.1227,0,9,143,3,1,9
1169,4,0.435933333,0,12,143,3,1,12
1169,5,0.688766667,0,15,143,3,1,15
1169,6,0.130133333,0,18,143,3,1,18
1169,7,0.0641,0,21,143,3,1,21
1169,8,0.148766667,0,24,143,3,1,24
1169,9,0.057066667,0,27,143,3,1,27
1169,10,0.448733333,0,30,143,3,1,30
1169,11,0.6118,0,33,143,3,1,33
1169,12,0.1231,0,36,143,3,1,36
1169,13,0.2355,0,39,143,3,1,39
1169,14,0.361566667,0,42,143,3,1,42
1169,15,0.3432,0,45,143,3,1,45
1169,16,0.2736,0,48,143,3,1,48
1169,17,1.1339,0,51,143,3,1,51
1169,18,0.114766667,0,54,143,3,1,54
1169,19,0.212166667,0,57,143,3,1,57
1169,20,0.2357,0,60,143,3,1,60
1169,21,1.013366667,0,63,143,3,1,63
1169,22,0.2294,0,66,143,3,1,66
1169,23,1.120633333,0,69,143,3,1,69
1169,24,0.672333333,0,72,143,3,1,72
1169,25,1.4434,0,75,143,3,1,75
1169,26,0.121133333,0,78,143,3,1,78
1169,27,1.409366667,0,81,143,3,1,81
1169,28,0.153933333,0,84,143,3,1,84
1169,29,1.389733333,0,87,143,3,1,87
1169,30,0.687133333,0,90,143,3,1,90
1169,31,0.9825,0,93,143,3,1,93
1169,32,0.922466667,0,96,143,3,1,96
1169,33,0.3342,0,99,143,3,1,99
1169,34,2.111633333,0,102,143,3,1,102
1169,35,0.547133333,0,105,143,3,1,105
1169,36,1.312666667,0,108,143,3,1,108
1169,37,0.497266667,0,111,143,3,1,111
1169,38,1.566833333,0,114,143,3,1,114
1169,39,0.432366667,0,117,143,3,1,117
1169,40,1.324833333,0,120,143,3,1,120
1169,41,0.263266667,0,123,143,3,1,123
1169,42,1.579233333,0,126,143,3,1,126
1169,43,0.211966667,0,129,143,3,1,129
1169,44,0.408166667,0,132,143,3,1,132
1169,45,1.344333333,0,135,143,3,1,135
1169,46,0.190733333,0,138,143,3,1,138
1169,47,0.172566667,0,141,143,3,1,141
1185,0,3.43,0,44,143,3,0.8,44
1185,1,3.37,0,41,143,4,0.7,41
1185,2,3.12,0,42,143,3,0.2,42
1185,3,2.96,0,43,143,1,0.6,43
1185,4,1.65,0,116,143,5,0.2,116
1185,5,0.97,0,67,143,2,0.9,67
1185,6,0.79,0,42,143,4,0.9,42
1185,7,0.76,0,40,143,6,0.7,40
1185,8,0.65,0,43,143,1,0.5,43
1185,9,0.61,0,75,143,6,0.5,75
1185,10,0.41,0,62,143,2,0.3,62
1185,11,0.4,0,64,143,5,1,64
1185,12,0.17,0,69,143,1,0.01,69
1185,13,0.17,0,39,143,5,0.3,39
1185,14,0.13,0,39,143,8,0.7,39
1185,15,0.09,0,79,143,5,0.4,79
1185,16,0.04,0,73,143,6,0.1,73
1185,17,0.01,0,43,143,2,0.1,43
1185,18,0.517366667,0,0,143,3,1,0
1185,19,0.205133333,0,3,143,3,1,3
1185,20,1.979166667,0,6,143,3,1,6
1185,21,0.3929,0,9,143,3,1,9
1185,22,0.455733333,0,12,143,3,1,12
1185,23,0.457333333,0,15,143,3,1,15
1185,24,1.883766667,0,18,143,3,1,18
1185,25,0.437933333,0,21,143,3,1,21
1185,26,0.387833333,0,24,143,3,1,24
1185,27,0.163266667,0,27,143,3,1,27
1185,28,1.592666667,0,30,143,3,1,30
1185,29,0.417366667,0,33,143,3,1,33
1185,30,0.401933333,0,36,143,3,1,36
1185,31,0.454033333,0,39,143,3,1,39
1185,32,0.233333333,0,42,143,3,1,42
1185,33,3.746433333,0,45,143,3,1,45
1185,34,2.8945,0,48,143,3,1,48
1185,35,2.0498,0,51,143,3,1,51
1185,36,1.397566667,0,54,143,3,1,54
1185,37,1.2362,0,57,143,3,1,57
1185,38,2.072366667,0,60,143,3,1,60
1185,39,2.5906,0,63,143,3,1,63
1185,40,3.9549,0,66,143,3,1,66
1185,41,2.471266667,0,69,143,3,1,69
1185,42,2.402466667,0,72,143,3,1,72
1185,43,2.4083,0,75,143,3,1,75
1185,44,3.6045,0,78,143,3,1,78
1185,45,2.425866667,0,81,143,3,1,81
1185,46,3.3117,0,84,143,3,1,84
1185,47,4.400433333,0,87,143,3,1,87
1185,48,4.368566667,0,90,143,3,1,90
1185,49,2.8252,0,93,143,3,1,93
1185,50,4.4485,0,96,143,3,1,96
1185,51,5.2864,0,99,143,3,1,99
1185,52,5.096933333,0,102,143,3,1,102
1185,53,4.7117,0,105,143,3,1,105
1185,54,4.3735,0,108,143,3,1,108
1185,55,1.078166667,0,111,143,3,1,111
1185,56,4.377333333,0,114,143,3,1,114
1185,57,4.388966667,0,117,143,3,1,117
1185,58,3.895333333,0,120,143,3,1,120
1185,59,0.853933333,0,123,143,3,1,123
1185,60,3.125966667,0,126,143,3,1,126
1185,61,0.379333333,0,129,143,3,1,129
1185,62,0.343,0,132,143,3,1,132
1185,63,1.6654,0,135,143,3,1,135
1185,64,0.175866667,0,138,143,3,1,138
1185,65,1.5741,0,141,143,3,1,141
1192,0,0.01,0,80,143,1,0.7,80
1192,1,0.01,0,68,143,2,0.9,68
1192,2,1.826933333,0,0,143,3,1,0
1192,3,2.322966667,0,3,143,3,1,3
1192,4,0.491466667,0,6,143,3,1,6
1192,5,1.079,0,9,143,3,1,9
1192,6,1.222566667,0,12,143,3,1,12
1192,7,0.0049,0,15,143,3,1,15
1192,8,1.578066667,0,18,143,3,1,18
1192,9,0.220666667,0,21,143,3,1,21
1192,10,0.0049,0,24,143,3,1,24
1192,11,0.979366667,0,27,143,3,1,27
1192,12,0.004933333,0,30,143,3,1,30
1192,13,0.0049,0,33,143,3,1,33
1192,14,0.971466667,0,36,143,3,1,36
1192,15,0.004566667,0,39,143,3,1,39
1192,16,0.0049,0,42,143,3,1,42
1192,17,0.8513,0,45,143,3,1,45
1192,18,0.1342,0,48,143,3,1,48
1192,19,0.195633333,0,51,143,3,1,51
1192,20,1.224566667,0,54,143,3,1,54
1192,21,0.863433333,0,57,143,3,1,57
1192,22,0.0017,0,60,143,3,1,60
1192,23,0.6975,0,63,143,3,1,63
1192,24,0.0037,0,66,143,3,1,66
1192,25,0.003733333,0,69,143,3,1,69
1192,26,0.0047,0,72,143,3,1,72
1192,27,0.004133333,0,75,143,3,1,75
1192,28,0.005166667,0,78,143,3,1,78
1192,29,1.009033333,0,81,143,3,1,81
1192,30,0.1213,0,84,143,3,1,84
1192,31,1.1977,0,87,143,3,1,87
1192,32,0.985866667,0,90,143,3,1,90
1192,33,1.729966667,0,93,143,3,1,93
1192,34,0.366266667,0,96,143,3,1,96
1192,35,2.640533333,0,99,143,3,1,99
1192,36,0.207766667,0,102,143,3,1,102
1192,37,1.785233333,0,105,143,3,1,105
1192,38,1.3098,0,108,143,3,1,108
1192,39,0.382366667,0,111,143,3,1,111
1192,40,1.584733333,0,114,143,3,1,114
1192,41,0.004,0,117,143,3,1,117
1192,42,1.1733,0,120,143,3,1,120
1192,43,0.0045,0,123,143,3,1,123
1192,44,0.004033333,0,126,143,3,1,126
1192,45,0.0041,0,129,143,3,1,129
1192,46,0.004433333,0,132,143,3,1,132
1192,47,0.7284,0,135,143,3,1,135
1192,48,0.3493,0,138,143,3,1,138
1192,49,0.004066667,0,141,143,3,1,141
1202,0,0.013533333,0,0,143,3,1,0
1202,1,0.0099,0,3,143,3,1,3
1202,2,0.006,0,6,143,3,1,6
1202,3,0.005233333,0,9,143,3,1,9
1202,4,0.007666667,0,12,143,3,1,12
1202,5,0.005,0,15,143,3,1,15
1202,6,0.005,0,18,143,3,1,18
1202,7,0.004966667,0,21,143,3,1,21
1202,8,0.004833333,0,24,143,3,1,24
1202,9,0.004966667,0,27,143,3,1,27
1202,10,0.0046,0,30,143,3,1,30
1202,11,0.0041,0,33,143,3,1,33
1202,12,0.0045,0,36,143,3,1,36
1202,13,0.004533333,0,39,143,3,1,39
1202,14,0.0046,0,42,143,3,1,42
1202,15,0.004066667,0,45,143,3,1,45
1202,16,0.005,0,48,143,3,1,48
1202,17,0.0049,0,51,143,3,1,51
1202,18,0.005,0,54,143,3,1,54
1202,19,0.0063,0,57,143,3,1,57
1202,20,0.008766667,0,60,143,3,1,60
1202,21,0.005933333,0,63,143,3,1,63
1202,22,0.006,0,66,143,3,1,66
1202,23,0.006,0,69,143,3,1,69
1202,24,0.0053,0,72,143,3,1,72
1202,25,0.005,0,75,143,3,1,75
1202,26,0.005,0,78,143,3,1,78
1202,27,0.005,0,81,143,3,1,81
1202,28,0.9697,0,84,143,3,1,84
1202,29,0.005,0,87,143,3,1,87
1202,30,0.892966667,0,90,143,3,1,90
1202,31,0.472333333,0,93,143,3,1,93
1202,32,0.488466667,0,96,143,3,1,96
1202,33,1.060433333,0,99,143,3,1,99
1202,34,0.508,0,102,143,3,1,102
1202,35,0.8815,0,105,143,3,1,105
1202,36,0.938566667,0,108,143,3,1,108
1202,37,0.142033333,0,111,143,3,1,111
1202,38,0.7124,0,114,143,3,1,114
1202,39,0.004566667,0,117,143,3,1,117
1202,40,0.0077,0,120,143,3,1,120
1202,41,0.006,0,123,143,3,1,123
1202,42,0.006,0,126,143,3,1,126
1202,43,0.006,0,129,143,3,1,129
1202,44,0.006833333,0,132,143,3,1,132
1202,45,0.0071,0,135,143,3,1,135
1202,46,0.006,0,138,143,3,1,138
1202,47,0.005733333,0,141,143,3,1,141
1310,0,0.4033,0,0,143,3,1,0
1310,1,0.438533333,0,3,143,3,1,3
1310,2,0.039133333,0,6,143,3,1,6
1310,3,0.9828,0,9,143,3,1,9
1310,4,0.047933333,0,12,143,3,1,12
1310,5,0.037833333,0,15,143,3,1,15
1310,6,0.6843,0,18,143,3,1,18
1310,7,0.038333333,0,21,143,3,1,21
1310,8,0.326066667,0,24,143,3,1,24
1310,9,0.3891,0,27,143,3,1,27
1310,10,0.0377,0,30,143,3,1,30
1310,11,1.102,0,33,143,3,1,33
1310,12,0.037033333,0,36,143,3,1,36
1310,13,0.038266667,0,39,143,3,1,39
1310,14,0.037233333,0,42,143,3,1,42
1310,15,0.0376,0,45,143,3,1,45
1310,16,0.046133333,0,48,143,3,1,48
1310,17,0.041733333,0,51,143,3,1,51
1310,18,0.538833333,0,54,143,3,1,54
1310,19,0.0388,0,57,143,3,1,57
1310,20,0.037833333,0,60,143,3,1,60
1310,21,0.038933333,0,63,143,3,1,63
1310,22,0.065333333,0,66,143,3,1,66
1310,23,0.038233333,0,69,143,3,1,69
1310,24,0.038133333,0,72,143,3,1,72
1310,25,0.0391,0,75,143,3,1,75
1310,26,0.461,0,78,143,3,1,78
1310,27,0.053833333,0,81,143,3,1,81
1310,28,0.353233333,0,84,143,3,1,84
1310,29,0.040066667,0,87,143,3,1,87
1310,30,0.040166667,0,90,143,3,1,90
1310,31,0.0402,0,93,143,3,1,93
1310,32,0.452333333,0,96,143,3,1,96
1310,33,0.070633333,0,99,143,3,1,99
1310,34,0.038933333,0,102,143,3,1,102
1310,35,0.039233333,0,105,143,3,1,105
1310,36,0.046433333,0,108,143,3,1,108
1310,37,0.046433333,0,111,143,3,1,111
1310,38,0.046066667,0,114,143,3,1,114
1310,39,0.670333333,0,117,143,3,1,117
1310,40,1.362766667,0,120,143,3,1,120
1310,41,1.335733333,0,123,143,3,1,123
1310,42,1.298666667,0,126,143,3,1,126
1310,43,1.300133333,0,129,143,3,1,129
1310,44,0.941833333,0,132,143,3,1,132
1310,45,0.4399,0,135,143,3,1,135
1310,46,0.036166667,0,138,143,3,1,138
1310,47,0.980166667,0,141,143,3,1,141
1354,0,3.06,0,87,143,2,0.8,87
1354,1,0.58,0,87,143,5,0.5,87
1354,2,0.18,0,88,143,2,0.3,88
1354,3,0.01,0,87,143,2,0.4,87
1354,4,0,0,0,143,3,1,0
1354,5,0,0,3,143,3,1,3
1354,6,0,0,6,143,3,1,6
1354,7,0,0,9,143,3,1,9
1354,8,0,0,12,143,3,1,12
1354,9,0,0,15,143,3,1,15
1354,10,0,0,18,143,3,1,18
1354,11,0,0,21,143,3,1,21
1354,12,0,0,24,143,3,1,24
1354,13,0,0,27,143,3,1,27
1354,14,0,0,30,143,3,1,30
1354,15,0,0,33,143,3,1,33
1354,16,0,0,36,143,3,1,36
1354,17,0,0,39,143,3,1,39
1354,18,0,0,42,143,3,1,42
1354,19,0.939666667,0,45,143,3,1,45
1354,20,0,0,48,143,3,1,48
1354,21,0,0,51,143,3,1,51
1354,22,0.0001,0,54,143,3,1,54
1354,23,0,0,57,143,3,1,57
1354,24,0,0,60,143,3,1,60
1354,25,1.031566667,0,63,143,3,1,63
1354,26,0,0,66,143,3,1,66
1354,27,0,0,69,143,3,1,69
1354,28,1.098966667,0,72,143,3,1,72
1354,29,0,0,75,143,3,1,75
1354,30,0,0,78,143,3,1,78
1354,31,1.1682,0,81,143,3,1,81
1354,32,0.641933333,0,84,143,3,1,84
1354,33,2.454666667,0,87,143,3,1,87
1354,34,2.477833333,0,90,143,3,1,90
1354,35,1.264633333,0,93,143,3,1,93
1354,36,1.015066667,0,96,143,3,1,96
1354,37,1.2838,0,99,143,3,1,99
1354,38,0.5911,0,102,143,3,1,102
1354,39,1.085833333,0,105,143,3,1,105
1354,40,1.073966667,0,108,143,3,1,108
1354,41,0.649966667,0,111,143,3,1,111
1354,42,0,0,114,143,3,1,114
1354,43,1.101533333,0,117,143,3,1,117
1354,44,0,0,120,143,3,1,120
1354,45,0,0,123,143,3,1,123
1354,46,0,0,126,143,3,1,126
1354,47,0.4418,0,129,143,3,1,129
1354,48,0.445133333,0,132,143,3,1,132
1354,49,1.222433333,0,135,143,3,1,135
1354,50,1.939266667,0,138,143,3,1,138
1354,51,0,0,141,143,3,1,141
1403,0,0.68,0,78,143,5,0.5,78
1403,1,0.35,0,79,143,3,1,79
1403,2,0.26,0,70,143,7,0.3,70
1403,3,0.19,0,71,143,4,0.2,71
1403,4,0.14,0,71,143,6,0.5,71
1403,5,0.13,0,57,143,2,0.4,57
1403,6,0.08,0,78,143,6,0.3,78
1403,7,0.07,0,72,143,4,1,72
1403,8,0.07,0,74,143,2,0.4,74
1403,9,0.02,0,70,143,6,0.8,70
1403,10,1.3098,0,0,143,3,1,0
1403,11,1.614966667,0,3,143,3,1,3
1403,12,1.086033333,0,6,143,3,1,6
1403,13,1.198233333,0,9,143,3,1,9
1403,14,1.301933333,0,12,143,3,1,12
1403,15,1.071133333,0,15,143,3,1,15
1403,16,1.1133,0,18,143,3,1,18
1403,17,1.2178,0,21,143,3,1,21
1403,18,0.814433333,0,24,143,3,1,24
1403,19,1.115,0,27,143,3,1,27
1403,20,1.096533333,0,30,143,3,1,30
1403,21,0.718033333,0,33,143,3,1,33
1403,22,0.937766667,0,36,143,3,1,36
1403,23,1.018666667,0,39,143,3,1,39
1403,24,0.379066667,0,42,143,3,1,42
1403,25,0.359833333,0,45,143,3,1,45
1403,26,0.333933333,0,48,143,3,1,48
1403,27,0.223433333,0,51,143,3,1,51
1403,28,0.265,0,54,143,3,1,54
1403,29,0.570566667,0,57,143,3,1,57
1403,30,0.253566667,0,60,143,3,1,60
1403,31,0.196433333,0,63,143,3,1,63
1403,32,0.246233333,0,66,143,3,1,66
1403,33,0.357166667,0,69,143,3,1,69
1403,34,0.2328,0,72,143,3,1,72
1403,35,0.709433333,0,75,143,3,1,75
1403,36,0.580266667,0,78,143,3,1,78
1403,37,0.945833333,0,81,143,3,1,81
1403,38,0.821033333,0,84,143,3,1,84
1403,39,1.094166667,0,87,143,3,1,87
1403,40,0.8285,0,90,143,3,1,90
1403,41,0.9209,0,93,143,3,1,93
1403,42,1.173,0,96,143,3,1,96
1403,43,0.9216,0,99,143,3,1,99
1403,44,1.288566667,0,102,143,3,1,102
1403,45,1.009766667,0,105,143,3,1,105
1403,46,0.766233333,0,108,143,3,1,108
1403,47,1.149033333,0,111,143,3,1,111
1403,48,0.7535,0,114,143,3,1,114
1403,49,1.1587,0,117,143,3,1,117
1403,50,0.9731,0,120,143,3,1,120
1403,51,1.1253,0,123,143,3,1,123
1403,52,1.896266667,0,126,143,3,1,126
1403,53,2.0492,0,129,143,3,1,129
1403,54,1.496933333,0,132,143,3,1,132
1403,55,1.576433333,0,135,143,3,1,135
1403,56,1.024966667,0,138,143,3,1,138
1403,57,1.9529,0,141,143,3,1,141
1415,0,0.87,0,135,143,4,1,135
1415,1,0.49,0,133,143,4,0.6,133
1415,2,0.43,0,135,143,2,0.8,135
1415,3,0.05,0,134,143,5,0.7,134
1415,4,1.2728,0,0,143,3,1,0
1415,5,0.903466667,0,3,143,3,1,3
1415,6,0.661133333,0,6,143,3,1,6
1415,7,1.0555,0,9,143,3,1,9
1415,8,0.185233333,0,12,143,3,1,12
1415,9,0.1447,0,15,143,3,1,15
1415,10,1.536266667,0,18,143,3,1,18
1415,11,0.474933333,0,21,143,3,1,21
1415,12,0.1808,0,24,143,3,1,24
1415,13,1.2936,0,27,143,3,1,27
1415,14,0.429966667,0,30,143,3,1,30
1415,15,0.107233333,0,33,143,3,1,33
1415,16,0.073466667,0,36,143,3,1,36
1415,17,1.154466667,0,39,143,3,1,39
1415,18,0.0547,0,42,143,3,1,42
1415,19,1.175533333,0,45,143,3,1,45
1415,20,0.760666667,0,48,143,3,1,48
1415,21,1.053733333,0,51,143,3,1,51
1415,22,0.166966667,0,54,143,3,1,54
1415,23,1.2629,0,57,143,3,1,57
1415,24,0.837433333,0,60,143,3,1,60
1415,25,2.360366667,0,63,143,3,1,63
1415,26,1.142133333,0,66,143,3,1,66
1415,27,0.126666667,0,69,143,3,1,69
1415,28,0.0522,0,72,143,3,1,72
1415,29,0.1795,0,75,143,3,1,75
1415,30,0.072633333,0,78,143,3,1,78
1415,31,0.100433333,0,81,143,3,1,81
1415,32,0.1546,0,84,143,3,1,84
1415,33,0.053666667,0,87,143,3,1,87
1415,34,0.1616,0,90,143,3,1,90
1415,35,2.4079,0,93,143,3,1,93
1415,36,2.924066667,0,96,143,3,1,96
1415,37,2.816733333,0,99,143,3,1,99
1415,38,2.6436,0,102,143,3,1,102
1415,39,1.420433333,0,105,143,3,1,105
1415,40,0.181333333,0,108,143,3,1,108
1415,41,0.241866667,0,111,143,3,1,111
1415,42,2.218166667,0,114,143,3,1,114
1415,43,2.9577,0,117,143,3,1,117
1415,44,2.4022,0,120,143,3,1,120
1415,45,0.7484,0,123,143,3,1,123
1415,46,1.3368,0,126,143,3,1,126
1415,47,1.244066667,0,129,143,3,1,129
1415,48,0.469933333,0,132,143,3,1,132
1415,49,1.229633333,0,135,143,3,1,135
1415,50,0.994266667,0,138,143,3,1,138
1415,51,1.111333333,0,141,143,3,1,141
