no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
10,5,heuristic_fw,500,piece-wise,0.0,0.008,3.0,23855.0,15811.766651925542,0.337,4.73,3.13,0.338,3797311.0,3401281.518,0.104,3797311.0,3398055.68,0.105
10,5,heuristic_fw,1000,piece-wise,0.0,0.007,3.0,23855.0,16693.025897753556,0.3,4.73,3.31,0.3,3797311.0,3403874.536,0.104,3797311.0,3401664.4,0.104
10,5,heuristic_fw,5000,piece-wise,0.0,0.004,3.0,23855.0,19786.62036863483,0.171,4.73,3.92,0.171,3797311.0,3428512.7899999996,0.097,3797311.0,3427424.03,0.097
10,5,heuristic_fw,10000,piece-wise,0.0,0.002,2.0,23855.0,20990.287676916185,0.12,4.73,4.16,0.121,3797311.0,3560099.46,0.062,3797311.0,3469929.46,0.086
10,5,optimal,0,piece-wise,0.5,1.5939999999999999,3.0,26578.5,60711.5,-1.3279999999999998,5.630000000000001,12.715,-1.327,3672850.0,209012150.5,-55.653,3672850.0,209012150.5,-55.653
10,5,optimal,1,piece-wise,0.5,3.185,3.0,26578.5,26578.5,0.0,5.630000000000001,5.630000000000001,0.0,3672850.0,3672850.0,0.0,3672850.0,3672850.0,0.0
10,5,optimal,5,piece-wise,0.0,3.145,4.0,23855.0,23855.0,0.0,4.73,4.73,0.0,3797311.0,3797311.0,0.0,3797311.0,3797311.0,0.0
10,5,optimal,10,piece-wise,0.0,3.152,4.0,23855.0,23855.0,0.0,4.73,4.73,0.0,3797311.0,3797311.0,0.0,3797311.0,3797311.0,0.0
10,5,optimal,50,piece-wise,0.0,3.175,4.0,23855.0,30800.0,-0.291,4.73,6.1,-0.29,3797311.0,19608726.5,-4.164,3797311.0,19608076.5,-4.164
10,5,optimal,100,piece-wise,0.0,3.28,4.0,23855.0,30800.0,-0.291,4.73,6.1,-0.29,3797311.0,19609376.5,-4.164,3797311.0,19608076.5,-4.164
10,5,optimal,500,piece-wise,0.0,3.223,3.0,23855.0,26200.0,-0.098,4.73,5.19,-0.097,3797311.0,9088049.0,-1.393,3797311.0,9074049.0,-1.39
10,5,optimal,1000,piece-wise,0.0,3.23,3.0,23855.0,23855.0,0.0,4.73,4.73,0.0,3797311.0,3797311.0,0.0,3797311.0,3797311.0,0.0
10,5,optimal,5000,piece-wise,0.0,3.19,3.0,23855.0,19200.0,0.195,4.73,3.8,0.197,3797311.0,3494649.0,0.08,3797311.0,3424649.0,0.098
10,5,optimal,10000,piece-wise,0.0,3.167,3.0,23855.0,23855.0,0.0,4.73,4.73,0.0,3797311.0,3797311.0,0.0,3797311.0,3797311.0,0.0
10,5,optimal_fw,0,piece-wise,0.5,0.011,3.0,26578.5,18090.502331473297,0.319,5.630000000000001,3.83,0.3195,3672850.0,3210187.38,0.1265,3672850.0,3210187.38,0.1265
10,5,optimal_fw,1,piece-wise,0.5,0.010499999999999999,3.0,26578.5,15188.578086545249,0.423,5.630000000000001,3.2,0.4235,3672850.0,3205989.781692498,0.128,3672850.0,3205924.4699999997,0.128
10,5,optimal_fw,5,piece-wise,0.0,0.009,4.0,23855.0,14997.123849634992,0.371,4.73,2.97,0.372,3797311.0,3394708.3719249796,0.106,3797311.0,3394709.51,0.106
10,5,optimal_fw,10,piece-wise,0.0,0.009,4.0,23855.0,14996.599294021966,0.371,4.73,2.97,0.372,3797311.0,3394722.6581699597,0.106,3797311.0,3394723.13,0.106
10,5,optimal_fw,50,piece-wise,0.0,0.009,4.0,23855.0,15291.275846099388,0.359,4.73,3.03,0.359,3797311.0,3396240.1516515003,0.106,3797311.0,3396241.04,0.106
10,5,optimal_fw,100,piece-wise,0.0,0.008,4.0,23855.0,15092.782551144606,0.367,4.73,2.99,0.368,3797311.0,3396294.3150478,0.106,3797311.0,3396297.29,0.106
10,5,optimal_fw,500,piece-wise,0.0,0.009,3.0,23855.0,15299.958828443792,0.359,4.73,3.03,0.359,3797311.0,3400059.95,0.105,3797311.0,3397039.45,0.105
10,5,optimal_fw,1000,piece-wise,0.0,0.009,3.0,23855.0,16111.241482056977,0.325,4.73,3.19,0.326,3797311.0,3401155.4760000003,0.104,3797311.0,3398958.62,0.105
10,5,optimal_fw,5000,piece-wise,0.0,0.005,3.0,23855.0,18589.421804784877,0.221,4.73,3.68,0.222,3797311.0,3415918.89,0.1,3797311.0,3411152.92,0.102
10,5,optimal_fw,10000,piece-wise,0.0,0.003,3.0,23855.0,19096.666632792196,0.199,4.73,3.78,0.201,3797311.0,3429936.78,0.097,3797311.0,3423663.78,0.098
