,repeat,algorithm,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
10,0,heuristic,0.07,11,100,10,10,piece-wise,104827,310345.0,-1.961,1.63,4.83,-1.963,62188681.7,242472408.8,-2.899,62188681.7,241388208.8,-2.882
11,0,heuristic_fw,0.001,11,100,10,10,piece-wise,104827,69548.39501359435,0.337,1.63,1.08,0.337,62188681.7,43858377.199802995,0.295,62188681.7,43843163.03,0.295
12,1,optimal,22.786,8,100,10,10,piece-wise,106229,696913.0,-5.56,1.52,10.0,-5.579,66683130.0,368438184.8,-4.525,66683130.0,366952984.8,-4.503
13,1,optimal_fw,0.001,8,100,10,10,piece-wise,106229,77812.34807392753,0.268,1.52,1.12,0.263,66683130.0,48288598.45939078,0.276,66683130.0,48271388.75,0.276
14,1,heuristic,0.074,8,100,10,10,piece-wise,106229,443573.0,-3.176,1.52,6.37,-3.191,66683130.0,399019795.8,-4.984,66683130.0,397411995.8,-4.96
15,1,heuristic_fw,0.001,8,100,10,10,piece-wise,106229,77736.36975890098,0.268,1.52,1.12,0.263,66683130.0,48336921.25243428,0.275,66683130.0,48319246.72,0.275
16,0,optimal,42.289,10,150,10,10,piece-wise,153524,1029678.0,-5.707,1.41,9.44,-5.695,116552583.9,729639136.0,-5.26,116552583.9,726185636.0,-5.231
17,0,optimal_fw,0.001,10,150,10,10,piece-wise,153524,122317.34935148877,0.203,1.41,1.12,0.206,116552583.9,78887920.71721743,0.323,116552583.9,78859798.35,0.323
18,0,heuristic,0.14,12,150,10,10,piece-wise,153524,491832.0,-2.204,1.41,4.51,-2.199,116552583.9,607429936.5,-4.212,116552583.9,605552736.5,-4.196
19,0,heuristic_fw,0.001,12,150,10,10,piece-wise,153524,119522.63306341687,0.221,1.41,1.1,0.22,116552583.9,78461283.31667118,0.327,116552583.9,78439651.41,0.327
20,1,optimal,39.213,9,150,10,10,piece-wise,162971,788497.0,-3.838,1.56,7.54,-3.833,93289182.0,502155091.4,-4.383,93289182.0,500325891.4,-4.363
21,1,optimal_fw,0.001,9,150,10,10,piece-wise,162971,117461.59666237267,0.279,1.56,1.12,0.282,93289182.0,71947415.9301777,0.229,93289182.0,71927153.63,0.229
22,1,heuristic,0.132,7,150,10,10,piece-wise,162971,946360.0,-4.807,1.56,9.05,-4.801,93289182.0,473674370.5,-4.077,93289182.0,471684270.5,-4.056
23,1,heuristic_fw,0.001,7,150,10,10,piece-wise,162971,117695.91093759978,0.278,1.56,1.13,0.276,93289182.0,72065584.93323655,0.228,93289182.0,71996813.71,0.228
24,0,optimal,42.792,9,200,10,10,piece-wise,294832,773482.0,-1.623,1.94,5.09,-1.624,115089425.1,342207311.2,-1.973,115089425.1,341484711.2,-1.967
25,0,optimal_fw,0.001,9,200,10,10,piece-wise,294832,184577.01205079356,0.374,1.94,1.22,0.371,115089425.1,102545111.78159894,0.109,115089425.1,102535582.06,0.109
26,0,heuristic,0.129,11,200,10,10,piece-wise,294832,825903.0,-1.801,1.94,5.44,-1.804,115089425.1,350138085.5,-2.042,115089425.1,349110385.5,-2.033
27,0,heuristic_fw,0.001,11,200,10,10,piece-wise,294832,186180.61378296983,0.369,1.94,1.23,0.366,115089425.1,102649822.90159714,0.108,115089425.1,102637696.68,0.108
28,1,optimal,41.138,8,200,10,10,piece-wise,204316,2371426.0,-10.607,1.33,15.47,-10.632,151409857.9,1141236816.0,-6.537,151409857.9,1134005616.0,-6.49
29,1,optimal_fw,0.001,8,200,10,10,piece-wise,204316,180179.15002854852,0.118,1.33,1.18,0.113,151409857.9,118806696.2819636,0.215,151409857.9,118753892.53,0.216
30,1,heuristic,0.111,8,200,10,10,piece-wise,204316,2602405.0,-11.737,1.33,16.97,-11.759,151409857.9,1138704159.0,-6.521,151409857.9,1130567459.0,-6.467
31,1,heuristic_fw,0.001,8,200,10,10,piece-wise,204316,178557.97951876713,0.126,1.33,1.16,0.128,151409857.9,118269896.52610923,0.219,151409857.9,118203971.85,0.219
