,repeat,algorithm,average_run_time_per_iteration,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
31,2,heuristic_fw,0.001,6,4000,5,1,piece-wise,2138711,2021849.7779164894,0.055,1.31,1.24,0.053,1223381969.5,1166804475.4867206,0.046,1223381969.5,1166744354.49,0.046
32,3,optimal,2112.833,3,4000,5,1,piece-wise,2075120,49343458.0,-22.779,1.28,30.36,-22.719,1271321106.6,15350678863.4,-11.075,1271321106.6,15345017213.4,-11.07
33,3,optimal_fw,0.001,3,4000,5,1,piece-wise,2075120,2027666.1558400001,0.023,1.28,1.25,0.023,1271321106.6,1229661042.55858,0.033,1271321106.6,1229586919.49,0.033
34,3,heuristic,0.619,5,4000,5,1,piece-wise,2075120,43447517.0,-19.937,1.28,26.73,-19.883,1271321106.6,15127475070.6,-10.899,1271321106.6,15123375506.6,-10.896
35,3,heuristic_fw,0.001,5,4000,5,1,piece-wise,2075120,1983804.7780163768,0.044,1.28,1.22,0.047,1271321106.6,1200449029.4957752,0.056,1271321106.6,1200386069.31,0.056
36,4,optimal,2072.88,2,4000,5,1,piece-wise,2028124,48116284.0,-22.725,1.26,29.87,-22.706,1285794133.6,15688721489.6,-11.202,1285794133.6,15681357587.6,-11.196
37,4,optimal_fw,0.001,2,4000,5,1,piece-wise,2028124,1983750.6750039998,0.022,1.26,1.23,0.024,1285794133.6,1242625920.656,0.034,1285794133.6,1242480302.04,0.034
38,4,heuristic,1.382,5,4000,5,1,piece-wise,2028124,33041190.0,-15.292,1.26,20.51,-15.278,1285794133.6,14322368854.2,-10.139,1285794133.6,14318713947.2,-10.136
39,4,heuristic_fw,0.001,5,4000,5,1,piece-wise,2028124,1917064.0156577604,0.055,1.26,1.19,0.056,1285794133.6,1197220715.8698418,0.069,1285794133.6,1197194480.42,0.069
40,0,optimal,3541.56,2,6000,5,1,piece-wise,3178441,76463433.0,-23.057,1.3,31.16,-22.969,1858247706.2,24228758386.4,-12.038,1858247706.2,24219959310.4,-12.034
41,0,optimal_fw,0.001,2,6000,5,1,piece-wise,3178441,3143478.149,0.011,1.3,1.28,0.015,1858247706.2,1834489639.499,0.013,1858247706.2,1834396644.63,0.013
42,0,heuristic,0.456,3,6000,5,1,piece-wise,3178441,60228651.0,-17.949,1.3,24.54,-17.877,1858247706.2,21790160627.7,-10.726,1858247706.2,21782360211.7,-10.722
43,0,heuristic_fw,0.001,3,6000,5,1,piece-wise,3178441,3109004.908561,0.022,1.3,1.27,0.023,1858247706.2,1813077576.977058,0.024,1858247706.2,1812987194.11,0.024
44,1,optimal,3797.6,2,6000,5,1,piece-wise,3006898,62418890.0,-19.759,1.25,25.94,-19.752,1915100751.2,23824145174.0,-11.44,1915100751.2,23815296134.0,-11.436
45,1,optimal_fw,0.001,2,6000,5,1,piece-wise,3006898,2973822.122,0.011,1.25,1.24,0.008,1915100751.2,1879687373.0839999,0.018,1915100751.2,1879573777.8,0.019
46,1,heuristic,0.564,2,6000,5,1,piece-wise,3006898,58436335.0,-18.434,1.25,24.28,-18.424,1915100751.2,21244144283.2,-10.093,1915100751.2,21235975533.2,-10.089
47,1,heuristic_fw,0.001,2,6000,5,1,piece-wise,3006898,2973822.122,0.011,1.25,1.24,0.008,1915100751.2,1878169454.9160001,0.019,1915100751.2,1878062197.92,0.019
48,2,optimal,2644.13,6,6000,5,1,piece-wise,3262008,41957836.0,-11.863,1.34,17.25,-11.873,1812476302.5,22175602887.0,-11.235,1812476302.5,22166973585.0,-11.23
49,2,optimal_fw,0.001,6,6000,5,1,piece-wise,3262008,3086501.410623466,0.054,1.34,1.27,0.052,1812476302.5,1733734419.9243088,0.043,1812476302.5,1733690567.41,0.043
50,2,heuristic,0.323,4,6000,5,1,piece-wise,3262008,62361654.0,-18.118,1.34,25.64,-18.134,1812476302.5,22141240405.2,-11.216,1812476302.5,22132356801.2,-11.211
51,2,heuristic_fw,0.001,4,6000,5,1,piece-wise,3262008,3155541.503171352,0.033,1.34,1.3,0.03,1812476302.5,1758349448.6632535,0.03,1812476302.5,1758269248.92,0.03
52,3,optimal,3753.225,4,6000,5,1,piece-wise,3121545,70296975.0,-21.52,1.29,29.09,-21.55,1887731139.8,24010039137.4,-11.719,1887731139.8,23999151848.4,-11.713
53,3,optimal_fw,0.001,4,6000,5,1,piece-wise,3121545,3016609.73234166,0.034,1.29,1.25,0.031,1887731139.8,1798803916.9827561,0.047,1887731139.8,1798699049.36,0.047
54,3,heuristic,0.344,6,6000,5,1,piece-wise,3121545,61060278.0,-18.561,1.29,25.27,-18.589,1887731139.8,21126596542.6,-10.192,1887731139.8,21118541875.6,-10.187
55,3,heuristic_fw,0.001,6,6000,5,1,piece-wise,3121545,2951954.491563738,0.054,1.29,1.22,0.054,1887731139.8,1765785272.644995,0.065,1887731139.8,1765709422.11,0.065
56,4,optimal,2715.85,5,6000,5,1,piece-wise,2997002,54574523.0,-17.21,1.25,22.72,-17.176,2007170358.8,23302438583.6,-10.61,2007170358.8,23295448543.6,-10.606
57,4,optimal_fw,0.001,5,6000,5,1,piece-wise,2997002,2867293.823292459,0.043,1.25,1.19,0.048,2007170358.8,1848688980.0110395,0.079,2007170358.8,1848599857.94,0.079
58,4,heuristic,4.367,6,6000,5,1,piece-wise,2997002,59027254.0,-18.695,1.25,24.58,-18.664,2007170358.8,21627506905.0,-9.775,2007170358.8,21617441081.0,-9.77
59,4,heuristic_fw,0.001,6,6000,5,1,piece-wise,2997002,2839079.981936932,0.053,1.25,1.18,0.056,2007170358.8,1826913150.6764655,0.09,2007170358.8,1826836819.55,0.09
60,0,optimal,5877.52,2,8000,5,1,piece-wise,3865076,101159525.0,-25.173,1.19,31.13,-25.16,2831596971.6,32429148273.0,-10.453,2831596971.6,32414994745.0,-10.448
61,0,optimal_fw,0.001,2,8000,5,1,piece-wise,3865076,3822560.164,0.011,1.19,1.18,0.008,2831596971.6,2751446098.7850003,0.028,2831596971.6,2751303087.51,0.028
62,0,heuristic,0.571,2,8000,5,1,piece-wise,3865076,86951387.0,-21.497,1.19,26.76,-21.487,2831596971.6,30300198564.6,-9.701,2831596971.6,30286264655.6,-9.696
63,0,heuristic_fw,0.001,2,8000,5,1,piece-wise,3865076,3822560.164,0.011,1.19,1.18,0.008,2831596971.6,2750153996.204,0.029,2831596971.6,2750015515.07,0.029
64,1,optimal,3277.314,5,8000,5,1,piece-wise,3835012,96694993.0,-24.214,1.18,29.77,-24.229,2911366176.5,31193978522.4,-9.715,2911366176.5,31182678818.4,-9.711
65,1,optimal_fw,0.001,5,8000,5,1,piece-wise,3835012,3665325.4856475675,0.044,1.18,1.13,0.042,2911366176.5,2626763193.6030855,0.098,2911366176.5,2626609092.58,0.098
66,1,heuristic,0.464,3,8000,5,1,piece-wise,3835012,86446864.0,-21.541,1.18,26.62,-21.559,2911366176.5,30740099105.2,-9.559,2911366176.5,30725586085.2,-9.554
67,1,heuristic_fw,0.001,3,8000,5,1,piece-wise,3835012,3747395.0508879996,0.023,1.18,1.15,0.025,2911366176.5,2736512306.9476037,0.06,2911366176.5,2736357985.22,0.06
68,2,optimal,4701.003,3,8000,5,1,piece-wise,4019126,97196568.0,-23.184,1.25,30.2,-23.16,2561065723.3,30326741253.4,-10.841,2561065723.3,30313971726.4,-10.836
69,2,optimal_fw,0.001,3,8000,5,1,piece-wise,4019126,3931191.542246,0.022,1.25,1.22,0.024,2561065723.3,2475871677.229943,0.033,2561065723.3,2475747401.41,0.033
70,2,heuristic,0.518,3,8000,5,1,piece-wise,4019126,82071394.0,-19.42,1.25,25.5,-19.4,2561065723.3,29696651314.8,-10.595,2561065723.3,29684436610.8,-10.591
71,2,heuristic_fw,0.001,3,8000,5,1,piece-wise,4019126,3931459.431846,0.022,1.25,1.22,0.024,2561065723.3,2471493155.518807,0.035,2561065723.3,2471369173.92,0.035
72,3,optimal,5455.927,3,8000,5,1,piece-wise,3932102,86777317.0,-21.069,1.21,26.7,-21.066,2772055614.4,32607817898.6,-10.763,2772055614.4,32594058215.6,-10.758
73,3,optimal_fw,0.001,3,8000,5,1,piece-wise,3932102,3846071.540342,0.022,1.21,1.18,0.025,2772055614.4,2632334751.610003,0.05,2772055614.4,2632228724.18,0.05
74,3,heuristic,0.611,4,8000,5,1,piece-wise,3932102,78447765.0,-18.951,1.21,24.14,-18.95,2772055614.4,29903267583.8,-9.787,2772055614.4,29892213950.8,-9.783
75,3,heuristic_fw,0.001,4,8000,5,1,piece-wise,3932102,3801887.3419237444,0.033,1.21,1.17,0.033,2772055614.4,2583245472.6344595,0.068,2772055614.4,2583086309.46,0.068
76,4,optimal,4006.52,2,8000,5,1,piece-wise,3784203,101049476.0,-25.703,1.16,31.01,-25.733,3061966360.0,31723496320.2,-9.36,3061966360.0,31709023557.2,-9.356
77,4,optimal_fw,0.001,2,8000,5,1,piece-wise,3784203,3742576.767,0.011,1.16,1.15,0.009,3061966360.0,2954154718.599,0.035,3061966360.0,2954006220.59,0.035
78,4,heuristic,0.575,4,8000,5,1,piece-wise,3784203,85806241.0,-21.675,1.16,26.33,-21.698,3061966360.0,30915143704.6,-9.097,3061966360.0,30901742691.6,-9.092
79,4,heuristic_fw,0.001,4,8000,5,1,piece-wise,3784203,3662876.6917293603,0.032,1.16,1.12,0.034,3061966360.0,2787644275.1543207,0.09,3061966360.0,2787517831.14,0.09
80,0,optimal,5875.22,2,10000,5,1,piece-wise,5075670,124431149.0,-23.515,1.26,30.95,-23.563,3158396904.6,39224389653.7,-11.419,3158396904.6,39210707406.7,-11.415
81,0,optimal_fw,0.001,2,10000,5,1,piece-wise,5075670,5014761.96,0.012,1.26,1.25,0.008,3158396904.6,3105711122.968,0.017,3158396904.6,3105526268.32,0.017
82,0,heuristic,0.664,5,10000,5,1,piece-wise,5075670,98296476.0,-18.366,1.26,24.45,-18.405,3158396904.6,37520194654.8,-10.88,3158396904.6,37508482112.8,-10.876
83,0,heuristic_fw,0.001,5,10000,5,1,piece-wise,5075670,4853570.033217024,0.044,1.26,1.21,0.04,3158396904.6,2989497083.8482347,0.053,3158396904.6,2989374506.07,0.054
84,1,optimal,4775.813,3,10000,5,1,piece-wise,4868139,120047806.0,-23.66,1.19,29.36,-23.672,3616707387.3,41308913811.2,-10.422,3616707387.3,41290843351.2,-10.417
85,1,optimal_fw,0.001,3,10000,5,1,piece-wise,4868139,4761628.986819,0.022,1.19,1.16,0.025,3616707387.3,3423850845.506988,0.053,3616707387.3,3423683455.01,0.053
86,1,heuristic,0.474,4,10000,5,1,piece-wise,4868139,105826833.0,-20.739,1.19,25.88,-20.748,3616707387.3,38218359451.0,-9.567,3616707387.3,38205796608.0,-9.564
87,1,heuristic_fw,0.001,4,10000,5,1,piece-wise,4868139,4709483.8685214855,0.033,1.19,1.15,0.034,3616707387.3,3329875906.3470907,0.079,3616707387.3,3329708982.47,0.079
88,2,optimal,4158.77,4,10000,5,1,piece-wise,4838212,113711473.0,-22.503,1.19,28.01,-22.538,3409407946.8,39850111536.9,-10.688,3409407946.8,39834545588.9,-10.684
89,2,optimal_fw,0.001,4,10000,5,1,piece-wise,4838212,4680300.835295828,0.033,1.19,1.15,0.034,3409407946.8,3205921034.181211,0.06,3409407946.8,3205800252.77,0.06
90,2,heuristic,0.473,4,10000,5,1,piece-wise,4838212,108645236.0,-21.456,1.19,26.76,-21.487,3409407946.8,39103610260.2,-10.469,3409407946.8,39089548219.2,-10.465
91,2,heuristic_fw,0.001,4,10000,5,1,piece-wise,4838212,4683458.459440272,0.032,1.19,1.15,0.034,3409407946.8,3209961801.4887314,0.058,3409407946.8,3209811590.83,0.059
92,3,optimal,3576.555,4,10000,5,1,piece-wise,4840924,119610920.0,-23.708,1.2,29.64,-23.7,3475451702.5,38842541229.8,-10.176,3475451702.5,38826630344.8,-10.172
93,3,optimal_fw,0.001,4,10000,5,1,piece-wise,4840924,4678189.310718352,0.034,1.2,1.16,0.033,3475451702.5,3239688792.831201,0.068,3475451702.5,3239506837.96,0.068
94,3,heuristic,0.564,3,10000,5,1,piece-wise,4840924,106851258.0,-21.072,1.2,26.48,-21.067,3475451702.5,36842709296.6,-9.601,3475451702.5,36824974120.6,-9.596
95,3,heuristic_fw,0.001,3,10000,5,1,piece-wise,4840924,4730333.861236,0.023,1.2,1.17,0.025,3475451702.5,3299745032.630728,0.051,3475451702.5,3299592287.64,0.051
96,4,optimal,2727.085,2,10000,5,1,piece-wise,4701935,125126047.0,-25.612,1.17,31.09,-25.573,3648822514.3,40340882133.8,-10.056,3648822514.3,40324943802.8,-10.051
97,4,optimal_fw,0.001,2,10000,5,1,piece-wise,4701935,4650213.715,0.011,1.17,1.16,0.009,3648822514.3,3538352755.073,0.03,3648822514.3,3538148784.68,0.03
98,4,heuristic,0.448,4,10000,5,1,piece-wise,4701935,105866690.0,-21.516,1.17,26.3,-21.479,3648822514.3,37310003930.7,-9.225,3648822514.3,37290434322.7,-9.22
99,4,heuristic_fw,0.001,4,10000,5,1,piece-wise,4701935,4549300.418954515,0.032,1.17,1.13,0.034,3648822514.3,3359623660.5539594,0.079,3648822514.3,3359457740.66,0.079
