,repeat,algorithm,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
10,0,heuristic,3.898,5,4000,6,10,piece-wise,2295606,33572269.0,-13.625,1.22,17.84,-13.623,2400065252.9,15550016031.6,-5.479,2400065252.9,15338471431.6,-5.391
11,0,heuristic_fw,0.001,5,4000,6,10,piece-wise,2295606,2148290.2294768323,0.064,1.22,1.14,0.066,2400065252.9,1947527654.010399,0.189,2400065252.9,1944076468.96,0.19
12,1,optimal,1483.688,6,4000,6,10,piece-wise,2307781,27509454.0,-10.92,1.23,14.62,-10.886,2268075961.5,17020189101.6,-6.504,2268075961.5,16824127201.6,-6.418
13,1,optimal_fw,0.001,6,4000,6,10,piece-wise,2307781,2157515.5612401767,0.065,1.23,1.15,0.065,2268075961.5,1816160710.250589,0.199,2268075961.5,1814965951.77,0.2
14,1,heuristic,3.943,4,4000,6,10,piece-wise,2307781,34189110.0,-13.815,1.23,18.16,-13.764,2268075961.5,16299865198.6,-6.187,2268075961.5,16064680598.6,-6.083
15,1,heuristic_fw,0.001,4,4000,6,10,piece-wise,2307781,2181903.5347379986,0.055,1.23,1.16,0.057,2268075961.5,1875149938.0646143,0.173,2268075961.5,1871458499.51,0.175
16,0,optimal,2771.69,3,8000,6,10,piece-wise,4488439,81004943.0,-17.047,1.21,21.77,-16.992,4492772928.5,32987983613.3,-6.342,4492772928.5,32423902613.3,-6.217
17,0,optimal_fw,0.001,3,8000,6,10,piece-wise,4488439,4390342.483163,0.022,1.21,1.18,0.025,4492772928.5,4151993547.1579003,0.076,4492772928.5,4144597749.53,0.077
18,0,heuristic,7.985,3,8000,6,10,piece-wise,4488439,82766184.0,-17.44,1.21,22.24,-17.38,4492772928.5,33260237084.2,-6.403,4492772928.5,32632772884.2,-6.263
19,0,heuristic_fw,0.001,3,8000,6,10,piece-wise,4488439,4390749.337809,0.022,1.21,1.18,0.025,4492772928.5,4141937953.6997995,0.078,4492772928.5,4134646501.49,0.08
20,1,optimal,2896.868,5,8000,6,10,piece-wise,4664884,62467730.0,-12.391,1.23,16.5,-12.415,4264832569.9,34653596447.0,-7.125,4264832569.9,34142092247.0,-7.005
21,1,optimal_fw,0.001,5,8000,6,10,piece-wise,4664884,4463037.281649801,0.043,1.23,1.18,0.041,4264832569.9,3708462594.826158,0.13,4264832569.9,3702028107.28,0.132
22,1,heuristic,7.974,5,8000,6,10,piece-wise,4664884,77690721.0,-15.654,1.23,20.52,-15.683,4264832569.9,33370395665.8,-6.825,4264832569.9,32825718465.8,-6.697
23,1,heuristic_fw,0.001,5,8000,6,10,piece-wise,4664884,4411349.445075654,0.054,1.23,1.17,0.049,4264832569.9,3619405498.6585426,0.151,4264832569.9,3614116337.54,0.153
24,0,optimal,4502.11,1,10000,6,10,piece-wise,5576341,127541941.0,-21.872,1.18,27.08,-21.949,6108104088.6,45639103364.8,-6.472,6108104088.6,44522269264.8,-6.289
25,0,optimal_fw,0.0,1,10000,6,10,piece-wise,5576341,5576341.0,0.0,1.18,1.18,0.0,6108104088.6,6108104088.6,0.0,6108104088.6,6108104088.6,0.0
26,0,heuristic,9.916,3,10000,6,10,piece-wise,5576341,97338132.0,-16.456,1.18,20.67,-16.517,6108104088.6,41045301251.9,-5.72,6108104088.6,39938679951.9,-5.539
27,0,heuristic_fw,0.001,3,10000,6,10,piece-wise,5576341,5454675.461533001,0.022,1.18,1.16,0.017,6108104088.6,5622565124.1627,0.079,6108104088.6,5610103296.37,0.082
28,1,optimal,3721.86,4,10000,6,10,piece-wise,5568621,100824259.0,-17.106,1.19,21.51,-17.076,6234674090.7,44105965546.3,-6.074,6234674090.7,43240565446.3,-5.935
29,1,optimal_fw,0.001,4,10000,6,10,piece-wise,5568621,5386969.252764019,0.033,1.19,1.15,0.034,6234674090.7,5470646060.829647,0.123,6234674090.7,5460440834.87,0.124
30,1,heuristic,9.945,3,10000,6,10,piece-wise,5568621,92740376.0,-15.654,1.19,19.78,-15.622,6234674090.7,42291002022.3,-5.783,6234674090.7,41283000322.3,-5.622
31,1,heuristic_fw,0.001,3,10000,6,10,piece-wise,5568621,5632959.165689743,-0.012,1.19,1.2,-0.008,6234674090.7,5640143508.8874,0.095,6234674090.7,5618580788.33,0.099
