no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,5,optimal_fw,0,piece-wise,0,0.016,19,39526,27627.17496453415,0.301,2.04,1.43,0.299,15131766.7,13075396.52,0.136,15131766.7,13075396.52,0.136
50,5,optimal_fw,1,piece-wise,0,0.034,6,39526,25450.155901080347,0.356,2.04,1.31,0.358,15131766.7,13039470.490703354,0.138,15131766.7,13039468.22,0.138
50,5,optimal_fw,5,piece-wise,0,0.032,7,39526,25146.651498584706,0.364,2.04,1.3,0.363,15131766.7,13037316.10570099,0.138,15131766.7,13037306.26,0.138
50,5,optimal_fw,10,piece-wise,0,0.043,5,39526,25602.968636719776,0.352,2.04,1.32,0.353,15131766.7,13037870.8755967,0.138,15131766.7,13037827.43,0.138
50,5,optimal_fw,50,piece-wise,0,0.041,5,39526,25511.415498363698,0.355,2.04,1.32,0.353,15131766.7,13040809.467507025,0.138,15131766.7,13039903.21,0.138
50,5,optimal_fw,100,piece-wise,0,0.047,4,39526,26384.976826839473,0.332,2.04,1.36,0.333,15131766.7,13042913.137633601,0.138,15131766.7,13041498.38,0.138
50,5,optimal_fw,500,piece-wise,0,0.028,5,39526,27031.751376843284,0.316,2.04,1.4,0.314,15131766.7,13069600.708680212,0.136,15131766.7,13069102.09,0.136
50,5,optimal_fw,1000,piece-wise,0,0.042,3,39526,27301.284242929974,0.309,2.04,1.41,0.309,15131766.7,13112627.836000001,0.133,15131766.7,13083114.13,0.135
50,5,optimal_fw,5000,piece-wise,0,0.019,4,39526,30898.727597075285,0.218,2.04,1.6,0.216,15131766.7,13231908.197199998,0.126,15131766.7,13207543.03,0.127
50,5,optimal_fw,10000,piece-wise,0,0.015,4,39526,32219.57943650787,0.185,2.04,1.66,0.186,15131766.7,13352730.210250001,0.118,15131766.7,13334470.47,0.119
